date,stock_id,Trading_Volume,Trading_money,open,max,min,close,close-open,近5日均量,近10日均量,近20日均量,5MA,10MA,20MA,5_Devi,10_Devi,20_Devi,法人總買超,買超-外資,買超-外資自營商,買超-投信,買超-自營商(自行買賣),買超-自營商(避險)
2025-07-04,TAIEX,5632671624,331133814557,22756.55,22842.75,22500.97,22547.5,-209.04999999999927,,,,,,,,,,-3862083824,554776863,0,-4618370583,-315271128,516781024
2025-07-07,TAIEX,4962856527,269071472316,22550.14,22550.5,22294.11,22428.72,-121.41999999999825,,,,,,,,,,-5741521783,-5579015864,0,-2386741813,584511057,1639724837
2025-07-08,TAIEX,5407011400,282705631857,22375.65,22375.65,22190.46,22362.27,-13.380000000001019,,,,,,,,,,4984301654,638792442,0,-133702376,1110985468,3368226120
2025-07-09,TAIEX,5646619850,322528415208,22253.17,22527.01,22211.1,22527.01,273.84000000000015,,,,,,,,,,10754434278,8249323659,0,-297231786,181357958,2620984447
2025-07-10,TAIEX,5553213493,327393549950,22566.51,22699.29,22513.35,22693.25,126.7400000000016,5440474578.8,,,22511.75,,,0.008062456272835297,,,10304702793,10112184462,0,72774205,-1736608423,1856352549
2025-07-11,TAIEX,7092180625,337982404672,22602.81,22770.01,22601.95,22751.03,148.21999999999753,5732376379.0,,,22552.456,,,0.00880498336855199,,,17653180581,17055333325,0,-2202313892,45013893,2755147255
2025-07-14,TAIEX,4853105700,281512623505,22679.18,22735.23,22525.66,22614.97,-64.20999999999913,5710426213.6,,,22589.706,,,0.001118385515951507,,,-11471413514,-2745762260,0,-990359158,-7562044083,-173248013
2025-07-15,TAIEX,5429807871,319870598000,22618.43,22888.23,22588.26,22835.94,217.5099999999984,5714985507.8,,,22684.44,,,0.006678586731698028,,,21473026095,18552334347,0,-450513764,-706925691,4078131203
2025-07-16,TAIEX,6375009305,391295025263,22967.51,23106.43,22923.12,23042.9,75.39000000000306,5860663398.8,,,22787.618,,,0.01120266277940954,,,24296654823,13904455627,0,2531636541,400690308,7459872347
2025-07-17,TAIEX,5826064387,343559779087,23042.97,23159.54,22923.37,23113.28,70.30999999999767,5915233577.6,5677854078.2,,22871.624,22691.686999999998,,0.010565756065244822,0.01857918276415503,,9928239817,491458351,0,-874370364,2453813578,7857338252
2025-07-18,TAIEX,6130525974,381297826285,23345.72,23468.21,23276.02,23383.13,37.409999999999854,5722902647.4,5727639513.2,,22998.044,22775.25,,0.01674429355818257,0.02669037661496585,,41900432098,31007550251,0,3375993489,1509055597,6007832761
2025-07-21,TAIEX,5279612934,316345580296,23314.29,23403.83,23243.79,23340.56,26.270000000000437,5808204094.2,5759315153.9,,23143.162,22866.434,,0.008529430853052883,0.02073458415072504,,3328580601,4129645295,0,-2887288583,275771639,1810452250
2025-07-22,TAIEX,6889507061,449009636028,23301.66,23486.08,22985.9,22987.92,-313.7400000000016,6100143932.2,5907564720.0,,23173.557999999997,22928.999000000003,,-0.008010768134957913,0.0025697153198879206,,11799755115,10024486454,0,-2521022464,-245292697,4541583822
2025-07-23,TAIEX,6238239859,360908872117,23063.57,23318.67,23063.57,23318.67,255.09999999999854,6072790043.0,5966726720.9,,23228.712,23008.165,,0.003872707190997018,0.013495426514891447,,17955763481,8431688850,0,-1192160484,4853666113,5862569002
2025-07-24,TAIEX,6322628546,348331144582,23373.67,23455.09,23295.31,23373.73,0.06000000000130967,6172102874.8,6043668226.2,,23280.802000000003,23076.213,,0.003991615065494575,0.012892800044790704,,12710022089,10152845989,0,-755461310,1400866874,1911770536
2025-07-25,TAIEX,5964609783,302559239716,23454.59,23485.56,23308.45,23364.38,-90.20999999999913,6138919636.6,5930911142.0,,23277.052,23137.548000000003,,0.003751677832742795,0.00980363174179038,,10479475927,7361205242,0,2031030521,-1094508289,2181748453
2025-07-28,TAIEX,5994460798,323398574763,23477.1,23564.44,23350.73,23412.98,-64.11999999999898,6281889209.4,6045046651.8,,23291.536,23217.349,,0.005214082918361396,0.008426069660235595,,13448827575,4675390630,0,3448784246,1030527146,4294125553
2025-07-29,TAIEX,6685041420,390574563588,23414.36,23422.17,23094.67,23201.52,-212.84000000000015,6240996081.2,6170570006.7,,23334.256,23253.907,,-0.005688460776293908,-0.0022528257294569384,,-6126539052,-16533219311,0,3837859356,1396835740,5171985163
2025-07-30,TAIEX,6095108673,336226659269,23288.72,23461.72,23264.64,23461.72,173.0,6212369844.0,6142579943.5,,23362.866,23295.789,,0.004231244574188772,0.007122789444907854,,20923176409,14112204090,0,1437205201,1316827555,4056939563
