日期,股票代號,開盤價,收盤價,收盤-開盤,最高價,最低價,日振幅,漲跌幅(%),成交量,量增率(%),5日均量,5日最大量_日期,5日最大量,10日均量,10日最大量_日期,10日最大量,20日均量,20日最大量_日期,20日最大量,實體(%),上影(%),下影(%),K線型態,跳空缺口,5日平均,10日平均,20日平均,5日上升幅度,10日上升幅度,20日上升幅度,5日扣抵值,5日扣抵影響(%),10日扣抵值,10日扣抵影響(%),20日扣抵值,20日扣抵影響(%),均線得分,均線方向,均線排列,均線距離(%),均線狀態,趨勢強度說明,趨勢等級,5日乖離,10日乖離,20日乖離,總成交金額(億),法人總買超(億),買超-外資(億),買超-投信(億),買超-自營商(億),買超-融資(億),資金走向,資金走向判讀
2025-08-26,TAIEX,24237.36,24305.1,67.73999999999796,24382.42,24113.03,269.3899999999994,,8259451660,,,,,,,,,,,0.2514569954341219,0.2870188202977092,0.4615241842681689,🟥 中實體K,,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,5320.63118603,-136.09501837,-145.08100864,-24.25226828,33.23825855,,,
2025-08-27,TAIEX,24449.81,24519.9,70.09000000000015,24539.88,24410.08,129.79999999999927,0.0088376513571227,7675360712,-0.07071788443641064,,,,,,,,,,0.5399845916795111,0.1539291217257294,0.3060862865947595,🟥 中實體K,144.71000000000276,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,4673.02614203,74.69544072,-19.47570889,-16.47591422,110.64706383000001,30.44995000000017,-35.05539072000002,偏重小型股(空)
2025-08-28,TAIEX,24468.12,24236.45,-231.66999999999825,24502.37,24236.45,265.91999999999825,-0.011559998205539204,7619400963,-0.007290829851489591,,,,,,,,,,0.8712018652226226,0.1287981347773775,0.0,🟩 長黑K,,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,4491.97099212,-136.2945374,-95.20531049,-27.60035692,-13.488869990000001,19.263590000000022,-114.63905259999828,偏重小型股(空)
2025-08-29,TAIEX,24438.03,24233.1,-204.9300000000003,24570.15,24233.1,337.0500000000029,-0.00013822156297651605,7716714041,0.01277174917983116,,,,,,,,,,0.6080106809078728,0.3919893190921272,0.0,🟩 長黑K,,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,4783.48167874,-86.36365019,-86.35002338,-3.35109173,3.3374649200000004,20.950329999999667,-139.51667980999997,偏重小型股(空)
2025-09-01,TAIEX,24143.37,24071.73,-71.63999999999942,24312.83,23885.41,427.4200000000019,-0.006659073746239605,7882519521,0.02148653936365296,7830689379.4,2025-08-26,8259451660.0,,,,,,,0.16761031304103483,0.3964718543821113,0.4359178325768539,🟩 中實體K,,24273.256,,,,,,24305.1,-0.009694774741989836,,,,,0,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,-0.008302388439359007,,,5225.38354934,-215.93857824,-76.66900296,-30.59842787,-108.67114740999999,-31.80284999999958,176.10142824000016,偏重大型股(多)
2025-09-02,TAIEX,24113.9,24016.78,-97.12000000000262,24295.03,23890.33,404.6999999999971,-0.002282760732195016,6868073676,-0.1286956337117075,7552413782.6,2025-09-01,7882519521.0,,,,,,,0.2399802322708261,0.44756609834444944,0.31245366938472446,🟩 中實體K,,24215.591999999997,,,-57.66400000000431,,,24519.9,-0.020948686709875455,,,,,-1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,-0.008210082165242877,,,4202.49878093,10.96898955,77.8623953,-61.0268347,-5.86657105,-1.3441000000002532,-106.74488955000237,偏重小型股(空)
2025-09-03,TAIEX,24036.88,24100.3,63.419999999998254,24103.23,23925.49,177.73999999999796,0.0034775685999538838,6215237843,-0.09505370265337847,7260389208.8,2025-09-01,7882519521.0,,,,,,,0.35681332283109585,0.016484753010016454,0.6267019241588877,🟥 中實體K,,24131.672,,,-83.91999999999825,,,24236.45,-0.005649307270034044,,,,,-1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,-0.0013000342454513468,,,3751.54827165,99.82870499,81.99762036,-6.37699825,24.20808288,20.203939999999875,-56.61264499000163,偏重小型股(空)
2025-09-04,TAIEX,24235.27,24179.85,-55.42000000000189,24389.35,24168.16,221.1899999999987,0.003300788786861544,7455297262,0.1995192220031667,7227568468.6,2025-09-01,7882519521.0,,,,,,,0.25055382250554825,0.6965956869659524,0.0528504905284993,🟩 流星線,79.54999999999927,24120.352,,,-11.319999999999709,,,24233.1,-0.002202246912201689,,,,,-1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,0.0024667135869327114,,,4505.47881333,116.33833868,118.08136125,-15.45453579,13.71151322,5.087550000000192,-176.84588868000208,偏重小型股(空)
2025-09-05,TAIEX,24244.26,24494.58,250.32000000000335,24494.58,24244.26,250.32000000000335,0.013016209777976424,6973379276,-0.06464101551743062,7078901515.6,2025-09-01,7882519521.0,,,,,,,1.0,0.0,0.0,🟥 長紅K,,24172.647999999997,,,52.29599999999846,,,24071.73,0.01726300267242803,,,,,1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,0.013318027880106656,,,4265.69974111,330.24810722,282.81116909,-4.33975608,51.77669421,29.403260000000046,-109.33136721999671,偏重小型股(空)
2025-09-08,TAIEX,24610.85,24547.38,-63.469999999997526,24729.96,24547.38,182.5799999999981,0.0021555789076603588,7768998687,0.11409381011846745,7056197348.8,2025-09-08,7768998687.0,7443443364.1,2025-08-26,8259451660.0,,,,0.3476284368495902,0.6523715631504098,0.0,🟩 中實體K,52.79999999999927,24267.778,24270.517,,95.13000000000102,,,24016.78,0.021615341433586892,24305.1,0.009869892428438491,,,1,糾結,糾結,0.011285934126863736,糾結,🤝 盤整區間,0.0,0.01152153279134178,0.011407379579100074,,4431.85374596,159.96611405,146.18525216,-12.20126071,25.9821226,20.284589999999753,-243.72070404999727,偏重小型股(空)
