日期,股票代號,開盤價,收盤價,收盤-開盤,最高價,最低價,日振幅,漲跌幅(%),成交量,量增率(%),5日均量,5日最大量_日期,5日最大量,10日均量,10日最大量_日期,10日最大量,20日均量,20日最大量_日期,20日最大量,實體(漲跌率),上影(%),上影/實體,下影(%),下影/實體,跳空缺口,5日平均,10日平均,20日平均,5日上升幅度,10日上升幅度,20日上升幅度,5日扣抵值,5日扣抵影響(%),10日扣抵值,10日扣抵影響(%),20日扣抵值,20日扣抵影響(%),均線得分,均線方向,均線排列,均線距離(%),均線狀態,趨勢強度說明,趨勢等級,5日乖離,10日乖離,20日乖離,總成交金額(億),法人總買超(億),買超-外資(億),買超-投信(億),買超-自營商(億),買超-融資(億),資金走向,資金走向判讀
2025-09-10,TAIEX,25032.88,25192.59,159.70999999999913,25272.23,25032.88,239.34999999999854,0.013575037477097323,8693632992,0.07438323418848669,7796610239.2,2025-09-10,8693632992.0,7528499724.0,2025-09-10,8693632992.0,7659518101.05,2025-09-10,8693632992.0,0.0063800090121471885,0.003151285027083064,0.4986538100306797,0.0,0.0,177.70000000000073,24653.916,24392.794,24289.548000000003,218.45799999999872,67.26900000000023,41.12850000000617,24179.85,0.04019991592765974,24236.45,0.03795322354708267,24238.1,0.03788772809782565,3,上揚,多頭排列,1.4905369183139883,正常,🌤️ 穩定多頭,2.0,0.021849429518620858,0.03278820786171516,0.03717821344390589,5404.70187649,576.74044343,489.47944283,-27.2738524,114.534853,24.260310000000118,-441.290753430001,偏重小型股(空)
2025-09-11,TAIEX,25509.3,25215.71,-293.59000000000015,25541.44,25174.13,367.3099999999977,0.0009177301738328207,9553641157,0.09892390969246014,8216279018.2,2025-09-11,9553641157.0,7721923743.4,2025-09-11,9553641157.0,7740101541.45,2025-09-11,9553641157.0,-0.011509135883775726,0.001258347219264044,0.10947239347389012,0.0016516956097389704,0.14162607718245884,,24861.088,24490.72,24338.428499999998,207.17199999999866,97.92599999999948,48.88049999999566,24494.58,0.0285984412098647,24233.1,0.03896816706727673,24334.48,0.03494765763089755,3,上揚,多頭排列,2.1277968079258436,發散,🚀 強勢多頭,3.0,0.014264138399735338,0.02960264132700051,0.03604511688172476,6094.94103234,285.01291028,329.99661731,-62.71656501,17.73285798,-41.08273000000008,-537.5201802800001,偏重小型股(空)
2025-09-12,TAIEX,25349.7,25474.64,124.93999999999869,25492.28,25349.7,142.5799999999981,0.01026859842534675,7830621434,-0.1803521500006869,8387727449.8,2025-09-11,9553641157.0,7733314482.7,2025-09-11,9553641157.0,7735967501.6,2025-09-11,9553641157.0,0.0049286579328354455,0.0006919741976786469,0.14118777012965905,0.0,0.0,,25057.1,24614.874,24395.4365,196.0119999999988,124.15399999999863,57.00800000000163,24547.38,0.03639933675215816,24071.73,0.055070846928553255,24482.52,0.03894539824704094,3,上揚,多頭排列,2.6799782611544063,發散,🚀 強勢多頭,3.0,0.01666354047355843,0.034928718302600276,0.04423792540051495,4950.51339127,256.70421666,265.38500007,-58.10072034,49.41993693,-2.3989999999998872,-129.3652166600014,偏重小型股(空)
2025-09-15,TAIEX,25494.1,25357.16,-136.9399999999987,25519.94,25284.17,235.77000000000044,-0.004611645149843121,6958333955,-0.11139441311932026,8225594503.4,2025-09-11,9553641157.0,7640895926.1,2025-09-11,9553641157.0,7660900947.15,2025-09-11,9553641157.0,-0.005371438881937338,0.0010125415655366018,0.18869577917336347,0.002886786475490459,0.5330071564188864,,25219.056,24743.416999999998,24439.1685,161.95600000000195,128.54299999999785,43.73199999999997,24855.18,0.01979638098272833,24016.78,0.05286002060167625,24353.5,0.039580930987539606,3,上揚,多頭排列,3.1446382805949273,發散,🚀 強勢多頭,3.0,0.005476176427856751,0.02480429441091351,0.03756230495321476,4078.91369036,-47.03837224,25.46248589,-82.46829092,9.96743279,-14.042320000000018,-75.85930775999867,偏重小型股(空)
2025-09-16,TAIEX,25335.46,25629.64,294.1800000000003,25664.81,25335.46,329.3500000000022,0.010745682876158038,7560459055,0.08653294077202708,8119337718.6,2025-09-11,9553641157.0,7710134464.0,2025-09-11,9553641157.0,7624931750.3,2025-09-11,9553641157.0,0.011611393675109917,0.0013703588688169478,0.11955265483718083,0.0,0.0,,25373.947999999997,24904.703,24502.975499999997,154.8919999999962,161.2860000000037,63.80699999999706,25192.59,0.017052522001869682,24100.3,0.059670756202584205,23625.44,0.07819852327227385,3,上揚,多頭排列,3.4940634782796542,發散,🚀 強勢多頭,3.0,0.010076949791179629,0.029108437872156036,0.045980721810704284,4551.07630117,235.9128667,270.03531062,-45.13790695,11.015463030000001,16.460249999999633,41.80688330000066,偏重大型股(多)
2025-09-17,TAIEX,25543.91,25438.25,-105.65999999999985,25632.07,25422.96,209.11000000000058,-0.007467525880191818,7849906030,0.038284312221567876,7950592326.2,2025-09-11,9553641157.0,7873601282.7,2025-09-11,9553641157.0,7586839871.8,2025-09-11,9553641157.0,-0.0041364066816708895,0.003439441293660631,0.8343744084800301,0.0006014248537542786,0.14470944539088487,,25423.079999999998,25038.498,24593.615999999998,49.132000000001426,133.79499999999825,90.64050000000134,25215.71,0.008748243295038018,24179.85,0.04946881173036673,23962.13,0.05802757658250858,3,上揚,多頭排列,3.315416118969728,發散,🚀 強勢多頭,3.0,0.0005967018944990888,0.015965494415839176,0.034343628037455,4396.87060953,-116.34659183,-57.34012058,-53.14277279,-5.86369846,-9.874599999999646,20.561191829999785,偏重大型股(多)
2025-09-18,TAIEX,25543.17,25769.36,226.19000000000233,25769.36,25475.25,294.1100000000006,0.013016225565831006,8339290249,0.06234268501173383,7707722144.6,2025-09-18,8339290249.0,7962000581.4,2025-09-11,9553641157.0,7654284453.55,2025-09-11,9553641157.0,0.008855204737704927,0.0,0.0,0.002666117113669081,0.30027852690215107,,25533.809999999998,25197.449,24683.9775,110.72999999999956,158.95100000000093,90.3615000000027,25474.64,0.01143683816749819,24494.58,0.049468826544392205,23764.47,0.07780131132476706,3,上揚,多頭排列,3.3806132796520374,發散,🚀 強勢多頭,3.0,0.009225023605956296,0.022697178591372484,0.043971134716842115,4673.74300986,172.28408262,121.53720716,-49.87795065,100.62482610999999,19.393529999999828,34.51238738000251,偏重大型股(多)
2025-09-19,TAIEX,25794.66,25578.37,-216.29000000000087,25864.01,25578.37,285.6399999999994,-0.007411515070611051,9787714693,0.17368677678219518,8099140796.4,2025-09-19,9787714693.0,8243434123.1,2025-09-19,9787714693.0,7815084203.75,2025-09-19,9787714693.0,-0.008385068847583216,0.0026813320904221175,0.3206343335336736,0.0,0.0,,25554.556,25305.828,24774.6725,20.746000000002823,108.37900000000081,90.69499999999971,25357.16,0.008648322782100624,24547.38,0.040307103228235344,24277.38,0.050862897049342784,3,上揚,多頭排列,3.093341379337767,發散,🚀 強勢多頭,3.0,0.0009318886229132092,0.01076993015205816,0.03244028755576883,6196.94769912,-122.67657124,-157.45036443,-19.37327805,54.14707124,20.261959999999817,-113.87538876000069,偏重小型股(空)
2025-09-22,TAIEX,25599.6,25880.6,281.0,25887.69,25599.6,288.09000000000015,0.01181584283908629,7847993700,-0.19817915150175497,8277072745.4,2025-09-19,9787714693.0,8251333624.4,2025-09-19,9787714693.0,7847388494.25,2025-09-19,9787714693.0,0.01097673401146893,0.00027387534384103586,0.025231316725979166,0.0,0.0,,25659.244,25439.15,24854.8335,104.68799999999828,133.32200000000012,80.16100000000006,25629.64,0.009696838558611436,24855.18,0.03962118343469619,24305.1,0.06087571385516565,3,上揚,多頭排列,3.177259978846842,發散,🚀 強勢多頭,3.0,0.00862675455286211,0.017353174143003875,0.041270302615384565,4820.61403631,-41.51157011,-66.50808558,-52.64117265,77.63768812,36.23610000000008,286.2754701099999,偏重大型股(多)
2025-09-23,TAIEX,26121.0,26247.37,126.36999999999898,26307.3,26041.69,265.6100000000006,0.014171618896007066,8950246446,0.14045025877123218,8555030223.6,2025-09-19,9787714693.0,8337183971.1,2025-09-19,9787714693.0,7881928233.55,2025-09-19,9787714693.0,0.004837869913096703,0.002278074906964998,0.4742423043443917,0.0030455012712309114,0.6276014876948797,240.40000000000146,25782.789999999997,25578.369,24951.947,123.54599999999846,139.21899999999732,97.11349999999948,25438.25,0.03082670759013185,25192.59,0.040186121504745,24519.9,0.06581497498606517,3,上揚,多頭排列,3.2661873309153364,發散,🚀 強勢多頭,3.0,0.01801899639255495,0.026154951474818437,0.051916710146907526,5470.0484744,122.74599104,106.38719207,-15.69628564,32.05508461,3.429239999999936,0.19476895999903832,偏重大型股(多)
2025-09-24,TAIEX,26389.16,26196.73,-192.4300000000003,26394.03,26045.47,348.5599999999977,-0.0019293361582512617,7897848080,-0.1175831718544837,8564618633.6,2025-09-19,9787714693.0,8257605479.9,2025-09-19,9787714693.0,7893052601.95,2025-09-19,9787714693.0,-0.007292009294725572,0.00018451142171161362,0.025307904172940675,0.0058075358210083515,0.786052070882909,,25934.485999999997,25678.783,25035.7885,151.6959999999999,100.41400000000067,83.84149999999863,25769.36,0.0163138681812577,25215.71,0.03744818532694731,24236.45,0.07482918669620212,3,上揚,多頭排列,3.5174502961109413,發散,🚀 強勢多頭,3.0,0.010111787062215247,0.020170231587688565,0.046371277661176956,5151.87636594,-145.65959202,-129.50186461,-85.66887088,69.51114347000001,18.49413000000004,-65.26453798000034,偏重小型股(空)
2025-09-25,TAIEX,26067.97,26023.85,-44.12000000000262,26247.85,26023.85,224.0,-0.006599296935151869,8846470892,0.1201115547413771,8666054762.2,2025-09-19,9787714693.0,8186888453.4,2025-09-19,9787714693.0,7954406098.4,2025-09-19,9787714693.0,-0.00169249849527994,0.0068531327327761085,4.077062556663344,0.0,0.0,,25985.384,25759.597,25125.158499999998,50.89800000000105,80.81400000000212,89.36999999999898,25578.37,0.01711814354909053,25474.64,0.021104102582823032,24233.1,0.06881187833468146,3,上揚,多頭排列,3.3571898227139316,發散,🚀 強勢多頭,3.0,0.0014802936912535274,0.010258429120610736,0.03576859027575889,5032.04151623,53.82828825,1.06720086,-17.41264243,70.17372982,6.144790000000285,-104.0930782500029,偏重小型股(空)
2025-09-26,TAIEX,25998.28,25580.32,-417.9599999999991,25998.28,25469.04,529.239999999998,-0.017043212284116257,8334201118,-0.05790668168741203,8375352047.2,2025-09-23,8950246446.0,8237246421.8,2025-09-19,9787714693.0,7985280452.25,2025-09-19,9787714693.0,-0.016076448134261158,0.0,0.0,0.004369226323410652,0.26624557373911156,-25.56999999999971,25985.773999999998,25770.165,25192.519500000002,0.3899999999994179,10.567999999999302,67.36100000000442,25880.6,-0.01173871163456903,25357.16,0.008723893993507504,24071.73,0.05897463362459892,3,上揚,多頭排列,3.0926720903707072,發散,🚀 強勢多頭,3.0,-0.015602921814066341,-0.007366852327100007,0.015393478210863249,5000.52396638,-353.35558189,-251.57852509,-56.52013477,-45.25692203,-37.177540000000135,-27.426878109998995,偏重小型股(空)
2025-09-30,TAIEX,25738.31,25820.54,82.22999999999956,25975.84,25738.31,237.52999999999884,0.009390812937445706,6699602406,-0.19613142145917675,8145673788.4,2025-09-23,8950246446.0,8211373266.9,2025-09-19,9787714693.0,7926134596.5,2025-09-19,9787714693.0,0.0031948484574161845,0.005978632452309503,1.8886051319469792,0.0,0.0,,25973.762,25816.503,25279.96,-12.011999999998807,46.33799999999974,87.44049999999697,26247.37,-0.01653063801144353,25629.64,0.007393338791520296,24016.78,0.06985756300991389,1,糾結,多頭排列,2.70066163683835,發散,❓ 趨勢不明,0.0,-0.00589910695262388,0.00015637284414547786,0.021383736366671537,4552.96213373,132.42429356,65.50967708,6.96563422,59.94898226,38.82308000000012,-89.01737356000055,偏重小型股(空)
2025-10-01,TAIEX,26078.29,25982.91,-95.38000000000102,26325.79,25982.91,342.880000000001,0.006288404502771784,7679791251,0.14630552465653288,7891582749.4,2025-09-25,8846470892.0,8223306486.5,2025-09-19,9787714693.0,7966720475.25,2025-09-19,9787714693.0,-0.0036574483986488767,0.009401427269609002,2.594883623401105,0.0,0.0,162.36999999999898,25920.870000000003,25851.829999999998,25378.266499999998,-52.89199999999619,35.3269999999975,98.30649999999878,26196.73,-0.008229255306661175,25438.25,0.020962240180179968,24100.3,0.07245570261375653,1,糾結,多頭排列,2.1099029264915483,發散,❓ 趨勢不明,0.0,0.0023934381832090216,0.005070434085324008,0.02382524826902586,4688.40061902,165.95101819,126.64964009,6.33133899,32.97003911,8.075309999999718,-269.40632819000075,偏重小型股(空)
2025-10-02,TAIEX,26392.31,26378.39,-13.920000000001892,26489.79,26330.25,159.54000000000087,0.015220773962577693,8085314896,0.05280399320062196,7929076112.6,2025-09-25,8846470892.0,8246847373.1,2025-09-19,9787714693.0,8060224327.9,2025-09-19,9787714693.0,-0.0005274263601784721,0.003679908372244535,7.002873563217408,0.0018283153407202522,3.4583333333328214,300.09999999999854,25957.201999999997,25945.844,25492.171,36.33199999999488,94.01400000000285,113.90450000000055,26023.85,0.01344054735713593,25769.36,0.023088217286953407,24179.85,0.08334625426343309,3,上揚,多頭排列,1.8025571270121215,正常,🌤️ 穩定多頭,2.0,0.016226248114107288,0.016671109253566716,0.03476435961456562,5066.83446386,324.6998802,234.09818512,2.37157488,88.2301202,27.477560000000267,-366.09744020000215,偏重小型股(空)
