date,stock_id,Trading_Volume,Volume_Change,Trading_money,open,max,min,close,close-open,max-min,近5日均量,近10日均量,近20日均量,5MA,10MA,20MA,5_Devi,10_Devi,20_Devi,date2,法人總買超,買超-外資,買超-外資自營商,買超-投信,買超-自營商(自行買賣),買超-自營商(避險),融資餘額(億),融資增減(億),資金走向,資金走向判讀
2025-09-17,TAIEX,7849906030,0.038284312221567876,439687060953,25543.91,25632.07,25422.96,25438.25,-105.65999999999985,209.11000000000058,7950592326.2,7873601282.7,7586839871.8,25423.079999999998,25038.498,24593.616,0.0005967018944990888,0.015965494415839176,0.034343628037454846,2025-09-17,-11634659183,-5734012058,0,-5314277279,-634644981,48275135,2648.6923,-9.874599999999646,20.561191829999785,偏重大型股(多)
2025-09-18,TAIEX,8339290249,0.06234268501173383,467374300986,25543.17,25769.36,25475.25,25769.36,226.19000000000233,294.1100000000006,7707722144.6,7962000581.4,7654284453.55,25533.81,25197.449,24683.9775,0.009225023605956152,0.022697178591372484,0.043971134716842115,2025-09-18,17228408262,12153720716,0,-4987795065,3850575418,6211907193,2668.08583,19.393529999999828,34.51238738000251,偏重大型股(多)
2025-09-19,TAIEX,9787714693,0.17368677678219518,619694769912,25794.66,25864.01,25578.37,25578.37,-216.29000000000087,285.6399999999994,8099140796.4,8243434123.1,7815084203.75,25554.556,25305.828,24774.672499999997,0.0009318886229132092,0.01076993015205816,0.032440287555768985,2025-09-19,-12267657124,-15745036443,0,-1937327805,1346021137,4068685987,2688.34779,20.261959999999817,-113.87538876000069,偏重小型股(空)
2025-09-22,TAIEX,7847993700,-0.19817915150175497,482061403631,25599.6,25887.69,25599.6,25880.6,281.0,288.09000000000015,8277072745.4,8251333624.4,7847388494.25,25659.244,25439.15,24854.8335,0.00862675455286211,0.017353174143003875,0.041270302615384565,2025-09-22,-4151157011,-6650808558,0,-5264117265,2908896339,4854872473,2724.58389,36.23610000000008,286.2754701099999,偏重大型股(多)
2025-09-23,TAIEX,8950246446,0.14045025877123218,547004847440,26121.0,26307.3,26041.69,26247.37,126.36999999999898,265.6100000000006,8555030223.6,8337183971.1,7881928233.55,25782.79,25578.369,24951.947,0.018018996392554804,0.026154951474818437,0.051916710146907526,2025-09-23,12274599104,10638719207,0,-1569628564,559066577,2646441884,2728.01313,3.429239999999936,0.19476895999903832,偏重大型股(多)
2025-09-24,TAIEX,7897848080,-0.1175831718544837,515187636594,26389.16,26394.03,26045.47,26196.73,-192.4300000000003,348.5599999999977,8564618633.6,8257605479.9,7893052601.95,25934.485999999997,25678.783000000003,25035.7885,0.010111787062215247,0.02017023158768842,0.046371277661176956,2025-09-24,-14565959202,-12950186461,0,-8566887088,3152965887,3798148460,2746.50726,18.49413000000004,-65.26453798000034,偏重小型股(空)
2025-09-25,TAIEX,8846470892,0.1201115547413771,503204151623,26067.97,26247.85,26023.85,26023.85,-44.12000000000262,224.0,8666054762.2,8186888453.4,7954406098.4,25985.384,25759.596999999998,25125.158499999998,0.0014802936912535274,0.010258429120610878,0.03576859027575889,2025-09-25,5382828825,106720086,0,-1741264243,1588402683,5428970299,2752.65205,6.144790000000285,-104.0930782500029,偏重小型股(空)
2025-09-26,TAIEX,8334201118,-0.05790668168741203,500052396638,25998.28,25998.28,25469.04,25580.32,-417.9599999999991,529.239999999998,8375352047.2,8237246421.8,7985280452.25,25985.773999999998,25770.165,25192.519500000002,-0.015602921814066341,-0.007366852327100007,0.015393478210863249,2025-09-26,-35335558189,-25157852509,0,-5652013477,-139467047,-4386225156,2715.47451,-37.177540000000135,-27.426878109998995,偏重小型股(空)
2025-09-30,TAIEX,6699602406,-0.19613142145917675,455296213373,25738.31,25975.84,25738.31,25820.54,82.22999999999956,237.52999999999884,8145673788.4,8211373266.9,7926134596.5,25973.762,25816.503,25279.96,-0.00589910695262388,0.00015637284414547786,0.021383736366671537,2025-09-30,13242429356,6550967708,0,696563422,3561841572,2433056654,2754.29759,38.82308000000012,-89.01737356000055,偏重小型股(空)
2025-10-01,TAIEX,7679791251,0.14630552465653288,468840061902,26078.29,26325.79,25982.91,25982.91,-95.38000000000102,342.880000000001,7891582749.4,8223306486.5,7966720475.25,25920.87,25851.83,25378.266499999998,0.002393438183209162,0.005070434085323866,0.02382524826902586,2025-10-01,16595101819,12664964009,0,633133899,3075916302,221087609,2762.3729,8.075309999999718,-269.40632819000075,偏重小型股(空)
2025-10-02,TAIEX,8085314896,0.05280399320062196,506683446386,26392.31,26489.79,26330.25,26378.39,-13.920000000001892,159.54000000000087,7929076112.6,8246847373.1,8060224327.9,25957.201999999997,25945.844,25492.171,0.016226248114107288,0.016671109253566716,0.03476435961456562,2025-10-02,32469988020,23409818512,0,237157488,3928741172,4894270848,2789.85046,27.477560000000267,-366.09744020000215,偏重小型股(空)
2025-10-03,TAIEX,7784825692,-0.03716481149653914,480095576070,26435.1,26761.06,26410.03,26761.06,325.96000000000276,351.0300000000025,7716747072.6,8191400917.4,8076700749.4,26104.644,26045.014,25621.2315,0.02514556413793657,0.027492632562992753,0.044487654701531404,2025-10-03,21320756058,16959990133,0,-1689575342,2736525762,3313815505,2818.79929,28.948829999999816,83.80360942000294,偏重大型股(多)
2025-10-07,TAIEX,9348656371,0.20088191320803178,575780610445,27029.28,27301.42,27017.08,27211.95,182.6700000000019,284.3399999999965,7919638123.2,8147495085.2,8195464604.15,26430.97,26208.372,25757.1,0.02954791292184886,0.038292267829531774,0.056483455047346254,2025-10-07,5332127226,676562801,0,-6712400915,4955021363,6412943977,2832.2648,13.465509999999995,115.8832177400019,偏重大型股(多)
2025-10-08,TAIEX,8261189883,-0.11632329233678708,471275287964,26999.82,27110.43,26883.99,27063.68,63.86000000000058,226.4399999999987,8231955618.6,8188814703.5,8220074163.95,26679.597999999998,26326.68,25882.915,0.014396093974129677,0.027994414791382732,0.04561947524071378,2025-10-08,-15314718837,-14094387269,0,-4346217344,2540313997,585571779,2835.89136,3.626560000000154,213.38062837000044,偏重大型股(多)
2025-10-09,TAIEX,9444331803,0.14321688966799892,582670484489,27301.61,27463.12,27253.07,27301.92,0.3099999999976717,210.04999999999927,8584863729.0,8238223239.2,8287703605.15,26943.4,26432.135,26005.252,0.013306412702182975,0.0329063467631351,0.049861774075482826,2025-10-09,8113042293,4451256397,0,-2371509167,3293767901,2739527162,2856.12707,20.235709999999926,-101.05613293000225,偏重小型股(空)
2025-10-13,TAIEX,10191083804,0.07906880196254791,608460235868,26762.6,26965.72,26470.44,26923.42,160.8199999999997,495.2800000000025,9006017510.6,8467546811.6,8362576145.75,27052.406,26504.804000000004,26091.7935,-0.004768004738654329,0.015793967010659445,0.03187310600170121,2025-10-13,-67847412910,-56312754939,0,-727586554,1148691646,-11955763063,2831.66811,-24.458959999999934,863.7530890999997,偏重大型股(多)
2025-10-14,TAIEX,12066540173,0.18402913812404167,709086353790,27282.1,27507.16,26764.06,26793.15,-488.9499999999971,743.0999999999985,9862360406.8,8789553739.7,8488221096.55,27058.824,26581.734000000004,26170.6655,-0.009818386785767151,0.007953431480429284,0.02378558160853809,2025-10-14,-24473110254,-16348769283,0,-1875833093,-2847418127,-3401089751,2753.45144,-78.21667000000025,-166.00222745999685,偏重小型股(空)
