buy,date,name,sell
4465988420,2025-01-02,Dealer_self,9601783327
0,2025-01-02,Foreign_Dealer_Self,0
16197840447,2025-01-02,Dealer_Hedging,18943634370
17704696877,2025-01-02,Investment_Trust,19926783912
96984497115,2025-01-02,Foreign_Investor,124382098217
135353022859,2025-01-02,total,172854299826
140346931960,2025-01-03,total,129065239915
11274678554,2025-01-03,Investment_Trust,10343668429
111929269350,2025-01-03,Foreign_Investor,102761140210
0,2025-01-03,Foreign_Dealer_Self,0
4161637637,2025-01-03,Dealer_self,4078689337
12981346419,2025-01-03,Dealer_Hedging,11881741939
8408337334,2025-01-06,Dealer_self,3209729766
0,2025-01-06,Foreign_Dealer_Self,0
19873007958,2025-01-06,Dealer_Hedging,11611537830
10451606549,2025-01-06,Investment_Trust,11548466877
160139598588,2025-01-06,Foreign_Investor,108133186264
198872550429,2025-01-06,total,134502920737
157157485803,2025-01-07,Foreign_Investor,145837237615
190448512321,2025-01-07,total,172967491917
10445919447,2025-01-07,Investment_Trust,11335193496
6055367246,2025-01-07,Dealer_self,3639235232
0,2025-01-07,Foreign_Dealer_Self,0
16789739825,2025-01-07,Dealer_Hedging,12155825574
4730926640,2025-01-08,Dealer_self,4286339621
0,2025-01-08,Foreign_Dealer_Self,0
10769597448,2025-01-08,Dealer_Hedging,11981207672
9412378752,2025-01-08,Investment_Trust,11450228484
125533112827,2025-01-08,Foreign_Investor,141476554924
150446015667,2025-01-08,total,169194330701
3805296686,2025-01-09,Dealer_self,6899671495
0,2025-01-09,Foreign_Dealer_Self,0
9724865596,2025-01-09,Dealer_Hedging,17847912099
5190824570,2025-01-09,Investment_Trust,7980436161
111221053512,2025-01-09,Foreign_Investor,140364689182
129942040364,2025-01-09,total,173092708937
134894744952,2025-01-10,total,159700063101
8631903581,2025-01-10,Investment_Trust,9544108036
111301084476,2025-01-10,Foreign_Investor,128494036793
0,2025-01-10,Foreign_Dealer_Self,0
11126003960,2025-01-10,Dealer_Hedging,15712667821
3835752935,2025-01-10,Dealer_self,5949250451
142017873871,2025-01-13,Foreign_Investor,196453656626
10028191803,2025-01-13,Investment_Trust,6504724190
174976649579,2025-01-13,total,242841262367
0,2025-01-13,Foreign_Dealer_Self,0
6886829865,2025-01-13,Dealer_self,9778824398
16043754040,2025-01-13,Dealer_Hedging,30104057153
2913122631,2025-01-14,Dealer_self,3292103503
0,2025-01-14,Foreign_Dealer_Self,0
9157242583,2025-01-14,Dealer_Hedging,11776597888
9690949506,2025-01-14,Investment_Trust,5263385250
102634604431,2025-01-14,Foreign_Investor,115629638504
124395919151,2025-01-14,total,135961725145
98892802667,2025-01-15,Foreign_Investor,128476003530
6388838711,2025-01-15,Investment_Trust,5040179086
118933822587,2025-01-15,total,154796627332
3806474830,2025-01-15,Dealer_self,4901303992
0,2025-01-15,Foreign_Dealer_Self,0
9845706379,2025-01-15,Dealer_Hedging,16379140724
8970120637,2025-01-16,Dealer_self,3929969347
0,2025-01-16,Foreign_Dealer_Self,0
15353444030,2025-01-16,Dealer_Hedging,11437758503
8954144549,2025-01-16,Investment_Trust,13095363392
128335850338,2025-01-16,Foreign_Investor,102983535244
161613559554,2025-01-16,total,131446626486
152731236442,2025-01-17,total,141857620791
127712454943,2025-01-17,Foreign_Investor,114500669552
9984117163,2025-01-17,Investment_Trust,11565724095
11778563694,2025-01-17,Dealer_Hedging,12733451760
3256100642,2025-01-17,Dealer_self,3057775384
0,2025-01-17,Foreign_Dealer_Self,0
3140121989,2025-01-20,Dealer_self,2246654724
0,2025-01-20,Foreign_Dealer_Self,0
10564497196,2025-01-20,Dealer_Hedging,9029789845
7342911013,2025-01-20,Investment_Trust,5015413279
99791728579,2025-01-20,Foreign_Investor,90632080742
120839258777,2025-01-20,total,106923938590
94004105075,2025-01-21,Foreign_Investor,93744955900
111994258036,2025-01-21,total,112611004045
8136247744,2025-01-21,Investment_Trust,6810304807
2541264088,2025-01-21,Dealer_self,2378704875
0,2025-01-21,Foreign_Dealer_Self,0
7312641129,2025-01-21,Dealer_Hedging,9677038463
