report,stock_id,price,lastDt_close_distance,lcd%,involve_days,involve_date,date,date_distance,price_type,volume,vol_weight,vol_wei_pr,vol_adj,vol_wei_adj,vol_wei_pr_adj,remark
TAIEX-60-20251230,TAIEX,28071.76,-635.3700000000026,-0.022132829021919036,10,20251027_max|20251028_max|20251104_max|20251111_max|20251112_max|20251208_max|20251211_max|20251212_max|20251215_max|20251222_max,2025-11-12,-33,max,8954069218,310755997.3139698,0.536734693877551,2853126019.888544,149055960.76658806,0.6673469387755102,"11/12 max [28072] (dis： -635 , -2.21%) (vol_wei_pr ：66.73%)"
TAIEX-60-20251230,TAIEX,28071.34,-635.7900000000009,-0.02214745953357235,10,20251027_min|20251028_min|20251104_min|20251111_min|20251112_min|20251208_min|20251211_min|20251212_min|20251215_min|20251222_min,2025-12-12,-11,min,8508400161,310755997.3139698,0.536734693877551,5811408570.25079,149055960.76658806,0.6673469387755102,"12/12 min [28071] (dis： -636 , -2.21%) (vol_wei_pr ：66.73%)"
TAIEX-60-20251230,TAIEX,28062.178499999998,-644.9515000000029,-0.02246659627764959,9,20251027_20MA|20251028_20MA|20251104_20MA|20251111_20MA|20251112_20MA|20251208_20MA|20251211_20MA|20251215_20MA|20251222_20MA,2025-12-30,0,20MA,8876360103,268366598.3452574,0.4204081632653061,8876360103.0,120103148.04114589,0.4530612244897959,"12/30 20MA [28062] (dis： -645 , -2.25%) (vol_wei_pr ：45.31%)"
TAIEX-60-20251230,TAIEX,28061.53,-645.6000000000022,-0.02248918648433341,10,20251027_max|20251028_max|20251104_max|20251106_max|20251111_max|20251112_max|20251208_max|20251211_max|20251215_max|20251222_max,2025-11-06,-37,max,7863001986,311610298.4277525,0.5489795918367347,2181136740.6186094,132098620.40884444,0.5489795918367347,"11/06 max [28062] (dis： -646 , -2.25%) (vol_wei_pr ：54.90%)"
TAIEX-60-20251230,TAIEX,28041.01,-666.1200000000026,-0.023203991482255545,10,20251027_open|20251028_open|20251104_open|20251106_open|20251111_open|20251112_open|20251208_open|20251211_open|20251215_open|20251222_open,2025-10-28,-44,open,8579810711,311610298.4277525,0.5489795918367347,1867289761.8587923,132098620.40884444,0.5489795918367347,"10/28 open [28041] (dis： -666 , -2.32%) (vol_wei_pr ：54.90%)"
TAIEX-60-20251230,TAIEX,28038.24,-668.8899999999994,-0.023300483190064607,11,20251027_max|20251028_max|20251104_max|20251106_max|20251111_max|20251112_max|20251113_max|20251208_max|20251211_max|20251215_max|20251222_max,2025-11-13,-32,max,10545273898,358182192.16091496,0.7714285714285715,3478643082.4194794,147461615.95899007,0.6489795918367347,"11/13 max [28038] (dis： -669 , -2.33%) (vol_wei_pr ：64.90%)"
TAIEX-60-20251230,TAIEX,28034.0,-673.130000000001,-0.023448181688660658,11,20251027_open|20251028_open|20251104_open|20251106_open|20251111_open|20251112_open|20251113_open|20251208_open|20251211_open|20251215_open|20251222_open,2025-12-08,-15,open,7603908443,358182192.16091496,0.7714285714285715,4521311011.122431,147461615.95899007,0.6489795918367347,"12/08 open [28034] (dis： -673 , -2.34%) (vol_wei_pr ：64.90%)"
TAIEX-60-20251230,TAIEX,28033.62,-673.510000000002,-0.023461418818251843,11,20251027_min|20251028_min|20251104_min|20251106_min|20251111_min|20251112_min|20251113_min|20251208_min|20251211_min|20251215_min|20251222_min,2025-11-04,-39,min,8404740088,358182192.16091496,0.7714285714285715,2175283151.7774734,147461615.95899007,0.6489795918367347,"11/04 min [28034] (dis： -674 , -2.35%) (vol_wei_pr ：64.90%)"
TAIEX-60-20251230,TAIEX,28031.54,-675.5900000000001,-0.02353387468548755,10,20251027_open|20251028_open|20251106_open|20251111_open|20251112_open|20251113_open|20251208_open|20251211_open|20251215_open|20251222_open,2025-11-11,-34,open,8924063428,342049943.7722704,0.6775510204081633,2746702708.4294705,143286328.234125,0.6326530612244898,"11/11 open [28032] (dis： -676 , -2.35%) (vol_wei_pr ：63.27%)"
TAIEX-60-20251230,TAIEX,28029.88,-677.25,-0.023591700041069936,10,20251027_open|20251028_open|20251106_open|20251111_open|20251112_open|20251113_open|20251208_open|20251211_open|20251215_open|20251222_open,2025-10-27,-45,open,9337097751,342049943.7722704,0.6775510204081633,1962883006.9223552,143286328.234125,0.6326530612244898,"10/27 open [28030] (dis： -677 , -2.36%) (vol_wei_pr ：63.27%)"
TAIEX-60-20251230,TAIEX,28026.39,-680.7400000000016,-0.02371327262599924,10,20251027_min|20251028_min|20251106_min|20251111_min|20251112_min|20251113_min|20251208_min|20251211_min|20251215_min|20251222_min,2025-12-08,-15,min,7603908443,342049943.7722704,0.6775510204081633,4521311011.122431,143286328.234125,0.6326530612244898,"12/08 min [28026] (dis： -681 , -2.37%) (vol_wei_pr ：63.27%)"
TAIEX-60-20251230,TAIEX,28024.75,-682.380000000001,-0.0237704012905505,9,20251027_close|20251028_close|20251106_close|20251111_close|20251112_close|20251113_close|20251211_close|20251215_close|20251222_close,2025-12-11,-12,close,8087246896,314637605.75359625,0.5795918367346938,5335593127.822767,126986854.52879155,0.4857142857142857,"12/11 close [28025] (dis： -682 , -2.38%) (vol_wei_pr ：48.57%)"
TAIEX-60-20251230,TAIEX,27993.63,-713.5,-0.024854452534962566,9,20251027_close|20251028_close|20251106_close|20251111_close|20251112_close|20251113_close|20251211_close|20251215_close|20251222_close,2025-10-27,-45,close,9337097751,314637605.75359625,0.5795918367346938,1962883006.9223552,126986854.52879155,0.4857142857142857,"10/27 close [27994] (dis： -714 , -2.49%) (vol_wei_pr ：48.57%)"
TAIEX-60-20251230,TAIEX,27993.63,-713.5,-0.024854452534962566,9,20251027_min|20251028_min|20251106_min|20251111_min|20251112_min|20251113_min|20251211_min|20251215_min|20251222_min,2025-10-27,-45,min,9337097751,314637605.75359625,0.5795918367346938,1962883006.9223552,126986854.52879155,0.4857142857142857,"10/27 min [27994] (dis： -714 , -2.49%) (vol_wei_pr ：48.57%)"
TAIEX-60-20251230,TAIEX,27986.66,-720.4700000000012,-0.02509724935930555,8,20251028_open|20251106_open|20251111_open|20251112_open|20251113_open|20251211_open|20251215_open|20251222_open,2025-12-22,-5,open,8984157012,268573976.0002663,0.42653061224489797,7554745425.467323,117303169.2455042,0.42244897959183675,"12/22 open [27987] (dis： -720 , -2.51%) (vol_wei_pr ：42.24%)"
TAIEX-60-20251230,TAIEX,27986.66,-720.4700000000012,-0.02509724935930555,8,20251028_min|20251106_min|20251111_min|20251112_min|20251113_min|20251211_min|20251215_min|20251222_min,2025-12-22,-5,min,8984157012,268573976.0002663,0.42653061224489797,7554745425.467323,117303169.2455042,0.42244897959183675,"12/22 min [27987] (dis： -720 , -2.51%) (vol_wei_pr ：42.24%)"
TAIEX-60-20251230,TAIEX,27984.19,-722.9400000000023,-0.025183290701648067,7,20251028_min|20251106_min|20251111_min|20251112_min|20251113_min|20251211_min|20251215_min,2025-12-11,-12,min,8087246896,219234874.391172,0.3306122448979592,5335593127.822767,75814095.57057796,0.3020408163265306,"12/11 min [27984] (dis： -723 , -2.52%) (vol_wei_pr ：30.20%)"
TAIEX-60-20251230,TAIEX,27980.89,-726.2400000000016,-0.025298244721781715,7,20251028_close|20251106_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025-12-05,-16,close,6781520261,233360539.537217,0.3489795918367347,3894960584.094882,82744127.8104999,0.32040816326530613,"12/05 close [27981] (dis： -726 , -2.53%) (vol_wei_pr ：32.04%)"
TAIEX-60-20251230,TAIEX,27980.89,-726.2400000000016,-0.025298244721781715,7,20251028_max|20251106_max|20251111_max|20251112_max|20251113_max|20251205_max|20251215_max,2025-12-05,-16,max,6781520261,233360539.537217,0.3489795918367347,3894960584.094882,82744127.8104999,0.32040816326530613,"12/05 max [27981] (dis： -726 , -2.53%) (vol_wei_pr ：32.04%)"
TAIEX-60-20251230,TAIEX,27976.89,-730.2400000000016,-0.02543758292800435,8,20251028_max|20251106_max|20251110_max|20251111_max|20251112_max|20251113_max|20251205_max|20251215_max,2025-11-10,-35,max,7491028505,258635620.5312111,0.4122448979591837,2227096099.2085495,90258454.34808186,0.3346938775510204,"11/10 max [27977] (dis： -730 , -2.54%) (vol_wei_pr ：33.47%)"
TAIEX-60-20251230,TAIEX,27969.05,-738.0800000000017,-0.025710685812200724,9,20251021_max|20251028_max|20251106_max|20251110_max|20251111_max|20251112_max|20251113_max|20251205_max|20251215_max,2025-10-21,-48,max,8507303277,296195458.39876074,0.49795918367346936,1611832564.1596377,97374712.90949306,0.3551020408163265,"10/21 max [27969] (dis： -738 , -2.57%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27949.11,-758.0200000000004,-0.026405286770220512,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025-10-28,-44,close,8579810711,296195458.39876074,0.49795918367346936,1867289761.8587923,97374712.90949306,0.3551020408163265,"10/28 close [27949] (dis： -758 , -2.64%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27947.09,-760.0400000000009,-0.026475652564362958,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025-11-12,-33,close,8954069218,296195458.39876074,0.49795918367346936,2853126019.888544,97374712.90949306,0.3551020408163265,"11/12 close [27947] (dis： -760 , -2.65%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27906.44,-800.6900000000023,-0.02789167708510054,9,20251021_open|20251028_open|20251106_open|20251110_open|20251111_open|20251112_open|20251113_open|20251205_open|20251215_open,2025-11-06,-37,open,7863001986,296195458.39876074,0.49795918367346936,2181136740.6186094,97374712.90949306,0.3551020408163265,"11/06 open [27906] (dis： -801 , -2.79%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27903.56,-803.5699999999997,-0.027992000593580747,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025-11-13,-32,close,10545273898,296195458.39876074,0.49795918367346936,3478643082.4194794,97374712.90949306,0.3551020408163265,"11/13 close [27904] (dis： -804 , -2.80%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27899.45,-807.6800000000003,-0.028135170600474525,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025-11-06,-37,close,7863001986,296195458.39876074,0.49795918367346936,2181136740.6186094,97374712.90949306,0.3551020408163265,"11/06 close [27899] (dis： -808 , -2.81%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27885.62,-821.510000000002,-0.028616932448489348,9,20251021_min|20251028_min|20251106_min|20251110_min|20251111_min|20251112_min|20251113_min|20251205_min|20251215_min,2025-10-28,-44,min,8579810711,296195458.39876074,0.49795918367346936,1867289761.8587923,97374712.90949306,0.3551020408163265,"10/28 min [27886] (dis： -822 , -2.86%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251230,TAIEX,27880.23,-826.9000000000015,-0.02880469068137433,9,20251021_max|20251106_max|20251110_max|20251111_max|20251112_max|20251113_max|20251204_max|20251205_max|20251215_max,2025-12-04,-17,max,6475222009,280367602.5525288,0.44693877551020406,3592354333.0241103,102891807.76938903,0.3816326530612245,"12/04 max [27880] (dis： -827 , -2.88%) (vol_wei_pr ：38.16%)"
TAIEX-60-20251230,TAIEX,27879.7,-827.4300000000003,-0.028823152993698788,9,20251021_min|20251106_min|20251110_min|20251111_min|20251112_min|20251113_min|20251204_min|20251205_min|20251215_min,2025-11-06,-37,min,7863001986,280367602.5525288,0.44693877551020406,2181136740.6186094,102891807.76938903,0.3816326530612245,"11/06 min [27880] (dis： -827 , -2.88%) (vol_wei_pr ：38.16%)"
TAIEX-60-20251230,TAIEX,27869.78,-837.3500000000022,-0.029168711745130988,9,20251021_max|20251110_max|20251111_max|20251112_max|20251113_max|20251204_max|20251205_max|20251215_max|20251219_max,2025-12-19,-6,max,9145168124,283374689.523086,0.46122448979591835,7428184723.79966,128463648.0188941,0.5020408163265306,"12/19 max [27870] (dis： -837 , -2.92%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251230,TAIEX,27869.51,-837.6200000000026,-0.029178117074051033,9,20251021_close|20251110_close|20251111_close|20251112_close|20251113_close|20251204_close|20251205_close|20251215_close|20251219_close,2025-11-10,-35,close,7491028505,283374689.523086,0.46122448979591835,2227096099.2085495,128463648.0188941,0.5020408163265306,"11/10 close [27870] (dis： -838 , -2.92%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251230,TAIEX,27867.59,-839.5400000000009,-0.029244999413037837,9,20251021_open|20251110_open|20251111_open|20251112_open|20251113_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-11-13,-32,open,10545273898,283374689.523086,0.46122448979591835,3478643082.4194794,128463648.0188941,0.5020408163265306,"11/13 open [27868] (dis： -840 , -2.92%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251230,TAIEX,27866.94,-840.1900000000023,-0.029267641871549066,9,20251021_close|20251110_close|20251111_close|20251112_close|20251113_close|20251204_close|20251205_close|20251215_close|20251219_close,2025-12-15,-10,close,7855274707,283374689.523086,0.46122448979591835,5554518013.40287,128463648.0188941,0.5020408163265306,"12/15 close [27867] (dis： -840 , -2.93%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251230,TAIEX,27853.47,-853.6599999999999,-0.029736863281003702,9,20251021_open|20251110_open|20251111_open|20251112_open|20251113_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-11-12,-33,open,8954069218,283374689.523086,0.46122448979591835,2853126019.888544,128463648.0188941,0.5020408163265306,"11/12 open [27853] (dis： -854 , -2.97%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251230,TAIEX,27847.67,-859.4600000000028,-0.029938903680026625,10,20251021_max|20251110_max|20251111_max|20251112_max|20251113_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025-12-03,-18,max,6838633055,311628833.6934714,0.5551020408163265,3664732714.1862493,143604668.9831409,0.6408163265306123,"12/03 max [27848] (dis： -859 , -2.99%) (vol_wei_pr ：64.08%)"
TAIEX-60-20251230,TAIEX,27818.54,-888.5900000000001,-0.030953634166842877,11,20251021_open|20251107_open|20251110_open|20251111_open|20251112_open|20251113_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-11-07,-36,open,7878592276,351609511.0303228,0.736734693877551,2262531496.7833867,155086103.55526802,0.6918367346938775,"11/07 open [27819] (dis： -889 , -3.10%) (vol_wei_pr ：69.18%)"
TAIEX-60-20251230,TAIEX,27818.54,-888.5900000000001,-0.030953634166842877,11,20251021_max|20251107_max|20251110_max|20251111_max|20251112_max|20251113_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025-11-07,-36,max,7878592276,351609511.0303228,0.736734693877551,2262531496.7833867,155086103.55526802,0.6918367346938775,"11/07 max [27819] (dis： -889 , -3.10%) (vol_wei_pr ：69.18%)"
TAIEX-60-20251230,TAIEX,27816.45,-890.6800000000003,-0.031026438379594207,12,20251021_open|20251107_open|20251110_open|20251111_open|20251112_open|20251113_open|20251114_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-11-14,-31,open,9939352945,374558306.8212304,0.8244897959183674,3394389062.24009,162923348.27887192,0.7877551020408163,"11/14 open [27816] (dis： -891 , -3.10%) (vol_wei_pr ：78.78%)"
TAIEX-60-20251230,TAIEX,27816.45,-890.6800000000003,-0.031026438379594207,12,20251021_max|20251107_max|20251110_max|20251111_max|20251112_max|20251113_max|20251114_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025-11-14,-31,max,9939352945,374558306.8212304,0.8244897959183674,3394389062.24009,162923348.27887192,0.7877551020408163,"11/14 max [27816] (dis： -891 , -3.10%) (vol_wei_pr ：78.78%)"
TAIEX-60-20251230,TAIEX,27811.81,-895.3199999999997,-0.031188070698812444,12,20251021_min|20251107_min|20251110_min|20251111_min|20251112_min|20251113_min|20251114_min|20251203_min|20251204_min|20251205_min|20251215_min|20251219_min,2025-11-13,-32,min,10545273898,374558306.8212304,0.8244897959183674,3478643082.4194794,162923348.27887192,0.7877551020408163,"11/13 min [27812] (dis： -895 , -3.12%) (vol_wei_pr ：78.78%)"
TAIEX-60-20251230,TAIEX,27805.47,-901.6599999999999,-0.03140892175567533,11,20251021_open|20251107_open|20251110_open|20251111_open|20251112_open|20251114_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-11-10,-35,open,7491028505,327986413.0880679,0.6061224489795919,2227096099.2085495,147560352.7287263,0.6591836734693878,"11/10 open [27805] (dis： -902 , -3.14%) (vol_wei_pr ：65.92%)"
TAIEX-60-20251230,TAIEX,27799.92,-907.2100000000028,-0.031602253516809335,11,20251021_min|20251107_min|20251110_min|20251111_min|20251112_min|20251114_min|20251203_min|20251204_min|20251205_min|20251215_min|20251219_min,2025-11-12,-33,min,8954069218,327986413.0880679,0.6061224489795919,2853126019.888544,147560352.7287263,0.6591836734693878,"11/12 min [27800] (dis： -907 , -3.16%) (vol_wei_pr ：65.92%)"
TAIEX-60-20251230,TAIEX,27799.09,-908.0400000000009,-0.03163116619460046,11,20251021_max|20251105_max|20251107_max|20251110_max|20251111_max|20251114_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025-11-05,-38,max,8989778518,316148450.4088285,0.5877551020408164,2408751512.4178114,142718560.34374166,0.6204081632653061,"11/05 max [27799] (dis： -908 , -3.16%) (vol_wei_pr ：62.04%)"
TAIEX-60-20251230,TAIEX,27796.9,-910.2299999999996,-0.03170745386250731,12,20251021_max|20251105_max|20251107_max|20251110_max|20251111_max|20251114_max|20251128_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025-11-28,-21,max,7671742311,349391115.7654448,0.7183673469387755,3705207302.1723757,158773709.41286522,0.7551020408163265,"11/28 max [27797] (dis： -910 , -3.17%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27796.43,-910.7000000000007,-0.03172382610173851,12,20251021_open|20251105_open|20251107_open|20251110_open|20251111_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-12-05,-16,open,6781520261,349391115.7654448,0.7183673469387755,3894960584.094882,158773709.41286522,0.7551020408163265,"12/05 open [27796] (dis： -911 , -3.17%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27795.71,-911.4200000000019,-0.031748906978858626,12,20251021_close|20251105_close|20251107_close|20251110_close|20251111_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251219_close,2025-12-04,-17,close,6475222009,349391115.7654448,0.7183673469387755,3592354333.0241103,158773709.41286522,0.7551020408163265,"12/04 close [27796] (dis： -911 , -3.17%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27793.04,-914.0900000000001,-0.031841915231512176,12,20251021_close|20251105_close|20251107_close|20251110_close|20251111_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251219_close,2025-12-03,-18,close,6838633055,349391115.7654448,0.7183673469387755,3664732714.1862493,158773709.41286522,0.7551020408163265,"12/03 close [27793] (dis： -914 , -3.18%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27785.91,-921.2200000000012,-0.03209028558410406,12,20251021_open|20251105_open|20251107_open|20251110_open|20251111_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025-11-05,-38,open,8989778518,349391115.7654448,0.7183673469387755,2408751512.4178114,158773709.41286522,0.7551020408163265,"11/05 open [27786] (dis： -921 , -3.21%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27784.95,-922.1800000000003,-0.03212372675359746,12,20251021_close|20251105_close|20251107_close|20251110_close|20251111_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251219_close,2025-11-11,-34,close,8924063428,349391115.7654448,0.7183673469387755,2746702708.4294705,158773709.41286522,0.7551020408163265,"11/11 close [27785] (dis： -922 , -3.21%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27784.95,-922.1800000000003,-0.03212372675359746,12,20251021_min|20251105_min|20251107_min|20251110_min|20251111_min|20251114_min|20251128_min|20251203_min|20251204_min|20251205_min|20251215_min|20251219_min,2025-11-11,-34,min,8924063428,349391115.7654448,0.7183673469387755,2746702708.4294705,158773709.41286522,0.7551020408163265,"11/11 min [27785] (dis： -922 , -3.21%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251230,TAIEX,27780.69,-926.4400000000023,-0.03227212194322464,12,20251021_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251203_max|20251204_max|20251205_max|20251215_max|20251217_max|20251219_max,2025-12-17,-8,max,9020647323,356230197.70332116,0.7571428571428571,6836372294.059387,173929384.24919713,0.8469387755102041,"12/17 max [27781] (dis： -926 , -3.23%) (vol_wei_pr ：84.69%)"
TAIEX-60-20251230,TAIEX,27773.42,-933.7100000000028,-0.03252536913303429,12,20251021_open|20251105_open|20251107_open|20251110_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251217_open|20251219_open,2025-12-04,-17,open,6475222009,356230197.70332116,0.7571428571428571,3592354333.0241103,173929384.24919713,0.8469387755102041,"12/04 open [27773] (dis： -934 , -3.25%) (vol_wei_pr ：84.69%)"
TAIEX-60-20251230,TAIEX,27768.27,-938.8600000000006,-0.03270476707354586,13,20251020_max|20251021_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251203_max|20251204_max|20251205_max|20251215_max|20251217_max|20251219_max,2025-10-20,-49,max,8045886081,378842434.4550496,0.8387755102040816,1472483340.3000135,178067665.7968898,0.8877551020408163,"10/20 max [27768] (dis： -939 , -3.27%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251230,TAIEX,27752.41,-954.7200000000012,-0.033257243061218626,13,20251020_close|20251021_close|20251105_close|20251107_close|20251110_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251217_close|20251219_close,2025-10-21,-48,close,8507303277,378842434.4550496,0.8387755102040816,1611832564.1596377,178067665.7968898,0.8877551020408163,"10/21 close [27752] (dis： -955 , -3.33%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251230,TAIEX,27742.55,-964.5800000000017,-0.03360071173955744,13,20251020_open|20251021_open|20251105_open|20251107_open|20251110_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251217_open|20251219_open,2025-10-21,-48,open,8507303277,378842434.4550496,0.8387755102040816,1611832564.1596377,178067665.7968898,0.8877551020408163,"10/21 open [27743] (dis： -965 , -3.36%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251230,TAIEX,27742.55,-964.5800000000017,-0.03360071173955744,13,20251020_min|20251021_min|20251105_min|20251107_min|20251110_min|20251114_min|20251128_min|20251203_min|20251204_min|20251205_min|20251215_min|20251217_min|20251219_min,2025-10-21,-48,min,8507303277,378842434.4550496,0.8387755102040816,1611832564.1596377,178067665.7968898,0.8877551020408163,"10/21 min [27743] (dis： -965 , -3.36%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251230,TAIEX,27741.89,-965.2400000000016,-0.033623702543584176,13,20251020_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251205_max|20251215_max|20251217_max|20251219_max,2025-12-02,-19,max,7321099919,368931299.027169,0.8122448979591836,3789638975.039325,185263273.14823708,0.9183673469387755,"12/02 max [27742] (dis： -965 , -3.36%) (vol_wei_pr ：91.84%)"
TAIEX-60-20251230,TAIEX,27740.66,-966.4700000000012,-0.03366654904199762,14,20251020_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251205_max|20251215_max|20251216_max|20251217_max|20251219_max,2025-12-16,-9,max,9586999810,393833244.03872764,0.8714285714285714,7018094644.427215,203492563.89456084,0.9612244897959183,"12/16 max [27741] (dis： -966 , -3.37%) (vol_wei_pr ：96.12%)"
TAIEX-60-20251230,TAIEX,27738.5,-968.630000000001,-0.033741791673357835,14,20251020_min|20251105_min|20251107_min|20251110_min|20251114_min|20251128_min|20251202_min|20251203_min|20251204_min|20251205_min|20251215_min|20251216_min|20251217_min|20251219_min,2025-12-05,-16,min,6781520261,393833244.03872764,0.8714285714285714,3894960584.094882,203492563.89456084,0.9612244897959183,"12/05 min [27738] (dis： -969 , -3.37%) (vol_wei_pr ：96.12%)"
TAIEX-60-20251230,TAIEX,27732.78,-974.3500000000022,-0.03394104530825625,14,20251016_max|20251020_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025-10-16,-51,max,9035460141,388703495.97598195,0.8571428571428571,1542850286.3632188,191324988.42318615,0.9428571428571428,"10/16 max [27733] (dis： -974 , -3.39%) (vol_wei_pr ：94.29%)"
TAIEX-60-20251230,TAIEX,27725.83,-981.2999999999993,-0.034183145441567975,15,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025-10-22,-47,max,7835590935,422054951.3901299,0.9469387755102041,1536920011.3062332,197866743.81309938,0.9469387755102041,"10/22 max [27726] (dis： -981 , -3.42%) (vol_wei_pr ：94.69%)"
TAIEX-60-20251230,TAIEX,27723.77,-983.3600000000006,-0.034254904617772676,16,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251110_max|20251114_max|20251117_max|20251128_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025-11-17,-30,max,8604107358,453177382.69303095,0.9714285714285714,3042011329.4494348,208870184.92374632,0.9755102040816327,"11/17 max [27724] (dis： -983 , -3.43%) (vol_wei_pr ：97.55%)"
TAIEX-60-20251230,TAIEX,27721.1,-986.0300000000025,-0.03434791287042635,16,20251016_open|20251020_open|20251022_open|20251105_open|20251107_open|20251110_open|20251114_open|20251117_open|20251128_open|20251202_open|20251203_open|20251204_open|20251215_open|20251216_open|20251217_open|20251219_open,2025-12-16,-9,open,9586999810,453177382.69303095,0.9714285714285714,7018094644.427215,208870184.92374632,0.9755102040816327,"12/16 open [27721] (dis： -986 , -3.43%) (vol_wei_pr ：97.55%)"
TAIEX-60-20251230,TAIEX,27717.06,-990.0699999999997,-0.03448864445871112,16,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251110_close|20251114_close|20251117_close|20251128_close|20251202_close|20251203_close|20251204_close|20251215_close|20251216_close|20251217_close|20251219_close,2025-11-05,-38,close,8989778518,453177382.69303095,0.9714285714285714,2408751512.4178114,208870184.92374632,0.9755102040816327,"11/05 close [27717] (dis： -990 , -3.45%) (vol_wei_pr ：97.55%)"
TAIEX-60-20251230,TAIEX,27697.06,-1010.0699999999997,-0.03518533548982429,17,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251110_max|20251114_max|20251117_max|20251128_max|20251201_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025-12-01,-20,max,7418235597,474101523.3778812,0.9918367346938776,3709117798.5,219332255.26617143,0.9918367346938776,"12/01 max [27697] (dis： -1010 , -3.52%) (vol_wei_pr ：99.18%)"
