日期,股票代號,開盤價,收盤價,收盤_開盤,最高價,最低價,日振幅,漲跌幅_pct,日振幅_昨收_pct,成交量,量增率_pct,實體_pct,上影_pct,下影_pct,K線型態,跳空缺口,5日平均,10日平均,20日平均,60日平均,5日扣抵值,5日扣抵影響_pct,10日扣抵值,10日扣抵影響_pct,20日扣抵值,20日扣抵影響_pct,60日扣抵值,60日扣抵影響_pct,5日乖離,10日乖離,20日乖離,60日乖離,總成交金額_億,法人總買超_億,買超_外資_億,買超_投信_億,買超_自營商_億,買超_融資_億,資金走向,資金走向判讀
2012-10-11,TAIEX,7494.58,7451.72,-42.85999999999967,7501.22,7448.06,53.159999999999854,-0.01847863740959245,-0.0070020982585639185,2970105103.0,0.003110828406281062,0.8062452972159478,0.12490594431904337,0.06884875846500874,🟩 長黑K,-97.43000000000029,7606.522,7651.06,7688.001999999999,7453.891333333334,7682.34,-0.03094855952719639,7683.8,-0.03114448744719339,7578.8,-0.01705378087206711,7049.05,0.0540371887295819,-0.02035121965071549,-0.026053906256126618,-0.030733862972459995,-0.0002913019839212857,829.13967265,-102.15226918,-91.04188672,1.54258077,-12.65296323,-7.0443800000000465,66.33664918000038,偏重大型股
2012-10-12,TAIEX,7456.51,7437.04,-19.470000000000255,7478.51,7398.8,79.71000000000004,-0.0019700149764081704,-0.010696859248603011,2547113534.0,-0.142416363842731,0.24426044410990147,0.2760005018190941,0.4797390540710044,🟩 中實體K,,7557.4619999999995,7626.384,7680.914,7460.3578333333335,7690.65,-0.034100932629110466,7715.16,-0.03739659864677343,7738.05,-0.04047443606596176,7148.57,0.03878828135925049,-0.01593418531247654,-0.024827493606406396,-0.03175064842543476,-0.003125565000266879,672.0548507,-77.33504054,-62.74406614,0.1251924,-14.7161668,-2.5877899999998135,60.45283053999955,偏重大型股
2012-10-15,TAIEX,7433.22,7418.9,-14.320000000000618,7433.68,7392.61,41.07000000000062,-0.0024391424545249624,-0.005522358357626236,2293462474.0,-0.09958372746803519,0.3486729973216558,0.011200389578768673,0.6401266130995755,🟩 中實體K,,7503.111999999999,7596.758,7664.9565,7464.863333333334,7615.89,-0.026552453867824167,7675.72,-0.034616991737319636,7762.22,-0.04627640216204567,7164.68,0.03426653547021787,-0.011223609616916227,-0.023412355639076586,-0.03210148681209092,-0.006157290667076385,491.45075379,-33.59099558,-32.18164484,5.0545639,-6.46391464,-6.488150000000132,25.75914557999951,偏重大型股
2012-10-16,TAIEX,7437.79,7471.02,33.23000000000047,7471.02,7437.79,33.23000000000047,0.007025300246667404,0.004479100675302333,2397264103.0,0.045259789587470706,1.0,0.0,0.0,🟥 長紅K,4.569999999999709,7474.138000000001,7576.2880000000005,7650.396500000001,7469.968999999999,7592.01,-0.016194575841049785,7718.68,-0.033149422702656375,7734.26,-0.03523481398791594,7028.73,0.059200751704586635,-0.0004171718531288013,-0.01389440316946769,-0.02344669325308829,0.00014069670168661948,604.14219007,-29.38549203,-27.9373142,0.84713782,-2.29531565,2.7234300000000076,59.89206203000047,偏重大型股
2012-10-17,TAIEX,7505.41,7464.4,-41.01000000000022,7518.36,7450.29,68.06999999999971,-0.0008860905204377447,-0.009111205698820202,2830401049.0,0.1806796945976711,0.6024680475980666,0.190245335683853,0.2072866167180804,🟩 長黑K,,7448.616,7550.860000000001,7636.9035,7477.230166666666,7451.72,0.0016987299715984382,7684.63,-0.029504045871068068,7781.91,-0.04253657360270085,7008.35,0.061096672204061855,0.0021190513781351662,-0.011450351350707197,-0.022588147146287853,-0.0017158983180514142,683.47675882,-37.41612077,-38.33118314,1.71027736,-0.79521499,3.098510000000033,-6.692389230000252,偏重小型股
2012-10-18,TAIEX,7474.07,7465.41,-8.659999999999854,7495.45,7448.06,47.38999999999942,0.0001353089330689966,0.0063488023149884006,2245272153.0,-0.20673003078723773,0.18273897446718634,0.45115003165225515,0.3661109938805585,🟩 中實體K,,7451.353999999999,7528.938,7621.0785000000005,7484.847833333333,7437.04,0.0038001931575090842,7682.34,-0.029058015567798728,7727.55,-0.03511394551672317,6979.13,0.06513774863001492,0.001886368571403331,-0.008437843424929285,-0.020426045998607766,-0.002596957715929527,537.22444254,-18.18275302,-7.65614559,-5.21179276,-5.31481467,-4.976830000000064,14.499583020000209,偏重大型股
2012-10-19,TAIEX,7443.61,7408.76,-34.849999999999454,7449.22,7402.66,46.5600000000004,-0.0075883307145889695,-0.006236763955362184,2413853315.0,0.07508272962578359,0.748496563573865,0.12048969072166095,0.13101374570447405,🟩 長黑K,,7445.697999999999,7501.58,7605.139,7492.008333333333,7418.9,-0.0013686500844944927,7690.65,-0.038048202398242,7754.59,-0.04667852650106089,6970.69,0.059128653107942575,-0.004960985524795553,-0.01237339333846999,-0.0258218817565333,-0.01111161782388118,631.06152738,-53.05282722,-50.99499028,-1.03480725,-1.02302969,0.5403200000000652,17.662507220000478,偏重大型股
2012-10-22,TAIEX,7333.24,7373.04,39.80000000000018,7373.04,7310.79,62.25,-0.0048213196270361375,-0.008402215755403062,2097056080.0,-0.13124129499973367,0.6393574297188784,0.0,0.36064257028112157,🟥 長紅K,-35.720000000000255,7436.526,7469.818999999999,7586.061499999999,7498.714166666668,7471.02,-0.013288955437648579,7615.89,-0.03293756713648649,7768.3,-0.05360882349749903,7124.49,0.033710653950066755,-0.008537050768060231,-0.012956003351620522,-0.02808064500927114,-0.016759428866526906,501.96638092,-48.97250515,-42.79909559,-1.19566208,-4.97774748,-5.869419999999991,94.64192515000018,偏重大型股
2012-10-23,TAIEX,7367.46,7337.48,-29.980000000000473,7375.5,7326.39,49.10999999999967,-0.004822976682616722,-0.006660753230689061,2096029536.0,-0.000489516713353703,0.6104663001425509,0.1637141111789863,0.22581958867846283,🟩 長黑K,,7409.817999999999,7441.978,7564.5205000000005,7502.264,7464.4,-0.01729749178191969,7592.01,-0.03468902129886564,7734.13,-0.05405806898281162,7158.88,0.024340781848809057,-0.009762453004918575,-0.014041696978948406,-0.030013865386444648,-0.021964569628581527,467.34701076,-39.09147146,-23.76484938,-1.34797694,-13.97864514,-0.7447700000000168,9.856241459999545,偏重大型股
2012-10-24,TAIEX,7288.14,7314.88,26.73999999999978,7348.45,7274.88,73.56999999999971,-0.003080076538539043,-0.0100266031389523,2367137957.0,0.1293437980446474,0.3634633682207406,0.4563001223324703,0.18023650944678907,🟥 中實體K,,7379.914,7414.264999999999,7543.557999999999,7504.8640000000005,7465.41,-0.020578601426134092,7451.72,-0.01870707380025375,7669.63,-0.04849703617831051,7270.49,0.006068452250754671,-0.008812297812684491,-0.01340456538847739,-0.030314342383262513,-0.025314782519709932,587.45583428,-34.53752483,-35.38917645,-5.41332572,6.26497734,0.13435000000004038,61.143174829999744,偏重大型股
