date,stock_id,buy,name,sell
2025-08-04,006201,0,Foreign_Investor,0
2025-08-04,006201,0,Foreign_Dealer_Self,0
2025-08-04,006201,0,Investment_Trust,0
2025-08-04,006201,0,Dealer_self,0
2025-08-04,006201,19130,Dealer_Hedging,64000
2025-08-05,006201,0,Foreign_Investor,1000
2025-08-05,006201,0,Foreign_Dealer_Self,0
2025-08-05,006201,0,Investment_Trust,0
2025-08-05,006201,0,Dealer_self,0
2025-08-05,006201,58579,Dealer_Hedging,0
2025-08-06,006201,0,Foreign_Investor,1000
2025-08-06,006201,0,Foreign_Dealer_Self,0
2025-08-06,006201,0,Investment_Trust,0
2025-08-06,006201,0,Dealer_self,0
2025-08-06,006201,34000,Dealer_Hedging,1000
2025-08-07,006201,1000,Foreign_Investor,1000
2025-08-07,006201,0,Foreign_Dealer_Self,0
2025-08-07,006201,0,Investment_Trust,0
2025-08-07,006201,0,Dealer_self,0
2025-08-07,006201,130674,Dealer_Hedging,10000
2025-08-08,006201,0,Foreign_Investor,1000
2025-08-08,006201,0,Foreign_Dealer_Self,0
2025-08-08,006201,0,Investment_Trust,0
2025-08-08,006201,0,Dealer_self,0
2025-08-08,006201,4000,Dealer_Hedging,22643
2025-08-11,006201,2000,Foreign_Investor,1000
2025-08-11,006201,0,Foreign_Dealer_Self,0
2025-08-11,006201,0,Investment_Trust,0
2025-08-11,006201,0,Dealer_self,0
2025-08-11,006201,1000,Dealer_Hedging,34007
2025-08-12,006201,1000,Foreign_Investor,0
2025-08-12,006201,0,Foreign_Dealer_Self,0
2025-08-12,006201,0,Investment_Trust,25000
2025-08-12,006201,0,Dealer_self,0
2025-08-12,006201,48140,Dealer_Hedging,42100
2025-08-13,006201,0,Foreign_Investor,0
2025-08-13,006201,0,Foreign_Dealer_Self,0
2025-08-13,006201,0,Investment_Trust,60000
2025-08-13,006201,0,Dealer_self,0
2025-08-13,006201,62120,Dealer_Hedging,27721
2025-08-14,006201,0,Foreign_Investor,0
2025-08-14,006201,0,Foreign_Dealer_Self,0
2025-08-14,006201,0,Investment_Trust,75000
2025-08-14,006201,0,Dealer_self,0
2025-08-14,006201,63095,Dealer_Hedging,11100
2025-08-15,006201,0,Foreign_Investor,0
2025-08-15,006201,0,Foreign_Dealer_Self,0
2025-08-15,006201,0,Investment_Trust,0
2025-08-15,006201,0,Dealer_self,0
2025-08-15,006201,13254,Dealer_Hedging,31310
2025-08-18,006201,0,Foreign_Investor,0
2025-08-18,006201,0,Foreign_Dealer_Self,0
2025-08-18,006201,0,Investment_Trust,0
2025-08-18,006201,0,Dealer_self,0
2025-08-18,006201,14113,Dealer_Hedging,43000
2025-08-19,006201,1000,Foreign_Investor,2000
2025-08-19,006201,0,Foreign_Dealer_Self,0
2025-08-19,006201,0,Investment_Trust,0
2025-08-19,006201,0,Dealer_self,0
2025-08-19,006201,33000,Dealer_Hedging,39473
2025-08-20,006201,5000,Foreign_Investor,4000
2025-08-20,006201,0,Foreign_Dealer_Self,0
2025-08-20,006201,0,Investment_Trust,45000
2025-08-20,006201,0,Dealer_self,0
2025-08-20,006201,34000,Dealer_Hedging,101772
2025-08-21,006201,0,Foreign_Investor,1000
2025-08-21,006201,0,Foreign_Dealer_Self,0
2025-08-21,006201,0,Investment_Trust,0
2025-08-21,006201,0,Dealer_self,0
2025-08-21,006201,110182,Dealer_Hedging,20000
2025-08-22,006201,1000,Foreign_Investor,1000
2025-08-22,006201,0,Foreign_Dealer_Self,0
2025-08-22,006201,0,Investment_Trust,0
2025-08-22,006201,0,Dealer_self,0
2025-08-22,006201,19000,Dealer_Hedging,17349
2025-08-25,006201,1000,Foreign_Investor,0
2025-08-25,006201,0,Foreign_Dealer_Self,0
2025-08-25,006201,0,Investment_Trust,0
2025-08-25,006201,0,Dealer_self,0
2025-08-25,006201,36288,Dealer_Hedging,0
2025-08-26,006201,0,Foreign_Investor,0
2025-08-26,006201,0,Foreign_Dealer_Self,0
2025-08-26,006201,0,Investment_Trust,0
2025-08-26,006201,0,Dealer_self,0
2025-08-26,006201,148492,Dealer_Hedging,5850
2025-08-27,006201,0,Foreign_Investor,1000
2025-08-27,006201,0,Foreign_Dealer_Self,0
2025-08-27,006201,0,Investment_Trust,0
2025-08-27,006201,0,Dealer_self,0
2025-08-27,006201,59460,Dealer_Hedging,4124
2025-08-28,006201,1000,Foreign_Investor,0
2025-08-28,006201,0,Foreign_Dealer_Self,0
2025-08-28,006201,0,Investment_Trust,100000
2025-08-28,006201,0,Dealer_self,0
2025-08-28,006201,67000,Dealer_Hedging,350
2025-08-29,006201,0,Foreign_Investor,1000
2025-08-29,006201,0,Foreign_Dealer_Self,0
2025-08-29,006201,0,Investment_Trust,0
2025-08-29,006201,0,Dealer_self,0
2025-08-29,006201,74370,Dealer_Hedging,24480
2025-09-01,006201,7000,Foreign_Investor,7000
2025-09-01,006201,0,Foreign_Dealer_Self,0
2025-09-01,006201,0,Investment_Trust,0
2025-09-01,006201,0,Dealer_self,0
2025-09-01,006201,69102,Dealer_Hedging,41724
2025-09-02,006201,5000,Foreign_Investor,5000
2025-09-02,006201,0,Foreign_Dealer_Self,0
2025-09-02,006201,0,Investment_Trust,0
2025-09-02,006201,0,Dealer_self,0
2025-09-02,006201,36000,Dealer_Hedging,86896
2025-09-03,006201,1000,Foreign_Investor,0
2025-09-03,006201,0,Foreign_Dealer_Self,0
2025-09-03,006201,0,Investment_Trust,65000
2025-09-03,006201,0,Dealer_self,0
2025-09-03,006201,42000,Dealer_Hedging,11000
2025-09-04,006201,2000,Foreign_Investor,3000
2025-09-04,006201,0,Foreign_Dealer_Self,0
2025-09-04,006201,0,Investment_Trust,0
2025-09-04,006201,0,Dealer_self,0
2025-09-04,006201,47395,Dealer_Hedging,58478
2025-09-05,006201,1000,Foreign_Investor,1000
2025-09-05,006201,0,Foreign_Dealer_Self,0
2025-09-05,006201,0,Investment_Trust,0
2025-09-05,006201,0,Dealer_self,0
2025-09-05,006201,76100,Dealer_Hedging,6
2025-09-08,006201,0,Foreign_Investor,2000
2025-09-08,006201,0,Foreign_Dealer_Self,0
2025-09-08,006201,0,Investment_Trust,0
2025-09-08,006201,0,Dealer_self,0
2025-09-08,006201,23258,Dealer_Hedging,28061
2025-09-09,006201,8000,Foreign_Investor,5000
2025-09-09,006201,0,Foreign_Dealer_Self,0
2025-09-09,006201,0,Investment_Trust,100000
2025-09-09,006201,0,Dealer_self,0
2025-09-09,006201,113000,Dealer_Hedging,8708
2025-09-10,006201,0,Foreign_Investor,0
2025-09-10,006201,0,Foreign_Dealer_Self,0
2025-09-10,006201,0,Investment_Trust,100000
2025-09-10,006201,0,Dealer_self,0
2025-09-10,006201,127325,Dealer_Hedging,1475
2025-09-11,006201,9000,Foreign_Investor,9000
2025-09-11,006201,0,Foreign_Dealer_Self,0
2025-09-11,006201,0,Investment_Trust,65000
2025-09-11,006201,0,Dealer_self,0
2025-09-11,006201,109143,Dealer_Hedging,13624
2025-09-12,006201,0,Foreign_Investor,0
2025-09-12,006201,0,Foreign_Dealer_Self,0
2025-09-12,006201,0,Investment_Trust,65000
2025-09-12,006201,0,Dealer_self,0
2025-09-12,006201,111000,Dealer_Hedging,60173
