report,stock_id,price,lastDt_close_distance,lcd%,involve_days,involve_date,date,price_type,volume,vol_weight,vol_wei_pr,vol_adj,vol_wei_adj,vol_wei_pr_adj,remark
TAIEX-60-20251226,TAIEX,27947.09,-608.93,-0.02132405,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025/11/12,close,8954069218,296195458.4,0.489795918,3057904753,104363633.2,0.355102041,"11/12 close [27947] (dis： -609 , -2.13%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251226,TAIEX,27934.728,-621.292,-0.021756954,9,20251021_20MA|20251028_20MA|20251106_20MA|20251110_20MA|20251111_20MA|20251112_20MA|20251113_20MA|20251205_20MA|20251215_20MA,2025/12/26,20MA,8057092373,296195458.4,0.489795918,8057092373,104363633.2,0.355102041,"12/26 20MA [27935] (dis： -621 , -2.18%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251226,TAIEX,27906.44,-649.58,-0.022747568,9,20251021_open|20251028_open|20251106_open|20251110_open|20251111_open|20251112_open|20251113_open|20251205_open|20251215_open,2025/11/6,open,7863001986,296195458.4,0.489795918,2337684477,104363633.2,0.355102041,"11/06 open [27906] (dis： -650 , -2.27%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251226,TAIEX,27903.56,-652.46,-0.022848422,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025/11/13,close,10545273898,296195458.4,0.489795918,3728317341,104363633.2,0.355102041,"11/13 close [27904] (dis： -652 , -2.28%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251226,TAIEX,27899.45,-656.57,-0.02299235,9,20251021_close|20251028_close|20251106_close|20251110_close|20251111_close|20251112_close|20251113_close|20251205_close|20251215_close,2025/11/6,close,7863001986,296195458.4,0.489795918,2337684477,104363633.2,0.355102041,"11/06 close [27899] (dis： -657 , -2.30%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251226,TAIEX,27885.62,-670.4,-0.023476661,9,20251021_min|20251028_min|20251106_min|20251110_min|20251111_min|20251112_min|20251113_min|20251205_min|20251215_min,2025/10/28,min,8579810711,296195458.4,0.489795918,2001311614,104363633.2,0.355102041,"10/28 min [27886] (dis： -670 , -2.35%) (vol_wei_pr ：35.51%)"
TAIEX-60-20251226,TAIEX,27880.23,-675.79,-0.023665413,9,20251021_max|20251106_max|20251110_max|20251111_max|20251112_max|20251113_max|20251204_max|20251205_max|20251215_max,2025/12/4,max,6475222009,280367602.6,0.434693878,3850190042,110276709.1,0.385714286,"12/04 max [27880] (dis： -676 , -2.37%) (vol_wei_pr ：38.57%)"
TAIEX-60-20251226,TAIEX,27879.7,-676.32,-0.023683973,9,20251021_min|20251106_min|20251110_min|20251111_min|20251112_min|20251113_min|20251204_min|20251205_min|20251215_min,2025/11/6,min,7863001986,280367602.6,0.434693878,2337684477,110276709.1,0.385714286,"11/06 min [27880] (dis： -676 , -2.37%) (vol_wei_pr ：38.57%)"
TAIEX-60-20251226,TAIEX,27869.78,-686.24,-0.02403136,9,20251021_max|20251110_max|20251111_max|20251112_max|20251113_max|20251204_max|20251205_max|20251215_max|20251219_max,2025/12/19,max,9145168124,283374689.5,0.448979592,7961331262,137683928.8,0.502040816,"12/19 max [27870] (dis： -686 , -2.40%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251226,TAIEX,27869.51,-686.51,-0.024040815,9,20251021_close|20251110_close|20251111_close|20251112_close|20251113_close|20251204_close|20251205_close|20251215_close|20251219_close,2025/11/10,close,7491028505,283374689.5,0.448979592,2386942498,137683928.8,0.502040816,"11/10 close [27870] (dis： -687 , -2.40%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251226,TAIEX,27867.59,-688.43,-0.024108051,9,20251021_open|20251110_open|20251111_open|20251112_open|20251113_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/11/13,open,10545273898,283374689.5,0.448979592,3728317341,137683928.8,0.502040816,"11/13 open [27868] (dis： -688 , -2.41%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251226,TAIEX,27866.94,-689.08,-0.024130814,9,20251021_close|20251110_close|20251111_close|20251112_close|20251113_close|20251204_close|20251205_close|20251215_close|20251219_close,2025/12/15,close,7855274707,283374689.5,0.448979592,5953185004,137683928.8,0.502040816,"12/15 close [27867] (dis： -689 , -2.41%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251226,TAIEX,27853.47,-702.55,-0.024602518,9,20251021_open|20251110_open|20251111_open|20251112_open|20251113_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/11/12,open,8954069218,283374689.5,0.448979592,3057904753,137683928.8,0.502040816,"11/12 open [27853] (dis： -703 , -2.46%) (vol_wei_pr ：50.20%)"
TAIEX-60-20251226,TAIEX,27847.67,-708.35,-0.024805628,10,20251021_max|20251110_max|20251111_max|20251112_max|20251113_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025/12/3,max,6838633055,311628833.7,0.555102041,3927763270,153911673.3,0.640816327,"12/03 max [27848] (dis： -708 , -2.48%) (vol_wei_pr ：64.08%)"
TAIEX-60-20251226,TAIEX,27818.54,-737.48,-0.025825728,11,20251021_open|20251107_open|20251110_open|20251111_open|20251112_open|20251113_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/11/7,open,7878592276,351609511,0.736734694,2424921216,166217170.2,0.691836735,"11/07 open [27819] (dis： -737 , -2.58%) (vol_wei_pr ：69.18%)"
TAIEX-60-20251226,TAIEX,27818.54,-737.48,-0.025825728,11,20251021_max|20251107_max|20251110_max|20251111_max|20251112_max|20251113_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025/11/7,max,7878592276,351609511,0.736734694,2424921216,166217170.2,0.691836735,"11/07 max [27819] (dis： -737 , -2.58%) (vol_wei_pr ：69.18%)"
TAIEX-60-20251226,TAIEX,27816.45,-739.57,-0.025898917,12,20251021_open|20251107_open|20251110_open|20251111_open|20251112_open|20251113_open|20251114_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/11/14,open,9939352945,374558306.8,0.828571429,3638016118,174616921.1,0.783673469,"11/14 open [27816] (dis： -740 , -2.59%) (vol_wei_pr ：78.37%)"
TAIEX-60-20251226,TAIEX,27816.45,-739.57,-0.025898917,12,20251021_max|20251107_max|20251110_max|20251111_max|20251112_max|20251113_max|20251114_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025/11/14,max,9939352945,374558306.8,0.828571429,3638016118,174616921.1,0.783673469,"11/14 max [27816] (dis： -740 , -2.59%) (vol_wei_pr ：78.37%)"
TAIEX-60-20251226,TAIEX,27811.81,-744.21,-0.026061405,12,20251021_min|20251107_min|20251110_min|20251111_min|20251112_min|20251113_min|20251114_min|20251203_min|20251204_min|20251205_min|20251215_min|20251219_min,2025/11/13,min,10545273898,374558306.8,0.828571429,3728317341,174616921.1,0.783673469,"11/13 min [27812] (dis： -744 , -2.61%) (vol_wei_pr ：78.37%)"
TAIEX-60-20251226,TAIEX,27805.47,-750.55,-0.026283425,11,20251021_open|20251107_open|20251110_open|20251111_open|20251112_open|20251114_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/11/10,open,7491028505,327986413.1,0.606122449,2386942498,158151270.2,0.659183673,"11/10 open [27805] (dis： -751 , -2.63%) (vol_wei_pr ：65.92%)"
TAIEX-60-20251226,TAIEX,27799.92,-756.1,-0.026477779,11,20251021_min|20251107_min|20251110_min|20251111_min|20251112_min|20251114_min|20251203_min|20251204_min|20251205_min|20251215_min|20251219_min,2025/11/12,min,8954069218,327986413.1,0.606122449,3057904753,158151270.2,0.659183673,"11/12 min [27800] (dis： -756 , -2.65%) (vol_wei_pr ：65.92%)"
TAIEX-60-20251226,TAIEX,27799.09,-756.93,-0.026506845,11,20251021_max|20251105_max|20251107_max|20251110_max|20251111_max|20251114_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025/11/5,max,8989778518,316148450.4,0.587755102,2581635949,152961965.6,0.616326531,"11/05 max [27799] (dis： -757 , -2.65%) (vol_wei_pr ：61.63%)"
TAIEX-60-20251226,TAIEX,27796.9,-759.12,-0.026583537,12,20251021_max|20251105_max|20251107_max|20251110_max|20251111_max|20251114_max|20251128_max|20251203_max|20251204_max|20251205_max|20251215_max|20251219_max,2025/11/28,max,7671742311,349391115.8,0.718367347,3971142860,170169448.3,0.755102041,"11/28 max [27797] (dis： -759 , -2.66%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27796.43,-759.59,-0.026599995,12,20251021_open|20251105_open|20251107_open|20251110_open|20251111_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/12/5,open,6781520261,349391115.8,0.718367347,4174515392,170169448.3,0.755102041,"12/05 open [27796] (dis： -760 , -2.66%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27795.71,-760.31,-0.026625209,12,20251021_close|20251105_close|20251107_close|20251110_close|20251111_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251219_close,2025/12/4,close,6475222009,349391115.8,0.718367347,3850190042,170169448.3,0.755102041,"12/04 close [27796] (dis： -760 , -2.66%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27793.04,-762.98,-0.026718709,12,20251021_close|20251105_close|20251107_close|20251110_close|20251111_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251219_close,2025/12/3,close,6838633055,349391115.8,0.718367347,3927763270,170169448.3,0.755102041,"12/03 close [27793] (dis： -763 , -2.67%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27785.91,-770.11,-0.026968394,12,20251021_open|20251105_open|20251107_open|20251110_open|20251111_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251219_open,2025/11/5,open,8989778518,349391115.8,0.718367347,2581635949,170169448.3,0.755102041,"11/05 open [27786] (dis： -770 , -2.70%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27784.95,-771.07,-0.027002012,12,20251021_close|20251105_close|20251107_close|20251110_close|20251111_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251219_close,2025/11/11,close,8924063428,349391115.8,0.718367347,2943843072,170169448.3,0.755102041,"11/11 close [27785] (dis： -771 , -2.70%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27784.95,-771.07,-0.027002012,12,20251021_min|20251105_min|20251107_min|20251110_min|20251111_min|20251114_min|20251128_min|20251203_min|20251204_min|20251205_min|20251215_min|20251219_min,2025/11/11,min,8924063428,349391115.8,0.718367347,2943843072,170169448.3,0.755102041,"11/11 min [27785] (dis： -771 , -2.70%) (vol_wei_pr ：75.51%)"
TAIEX-60-20251226,TAIEX,27780.69,-775.33,-0.027151193,12,20251021_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251203_max|20251204_max|20251205_max|20251215_max|20251217_max|20251219_max,2025/12/17,max,9020647323,356230197.7,0.757142857,7327042405,186412898.4,0.846938776,"12/17 max [27781] (dis： -775 , -2.72%) (vol_wei_pr ：84.69%)"
TAIEX-60-20251226,TAIEX,27773.42,-782.6,-0.02740578,12,20251021_open|20251105_open|20251107_open|20251110_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251217_open|20251219_open,2025/12/4,open,6475222009,356230197.7,0.757142857,3850190042,186412898.4,0.846938776,"12/04 open [27773] (dis： -783 , -2.74%) (vol_wei_pr ：84.69%)"
TAIEX-60-20251226,TAIEX,27768.27,-787.75,-0.027586127,13,20251020_max|20251021_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251203_max|20251204_max|20251205_max|20251215_max|20251217_max|20251219_max,2025/10/20,max,8045886081,378842434.5,0.842857143,1578168568,190848198.7,0.887755102,"10/20 max [27768] (dis： -788 , -2.76%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251226,TAIEX,27752.41,-803.61,-0.028141527,13,20251020_close|20251021_close|20251105_close|20251107_close|20251110_close|20251114_close|20251128_close|20251203_close|20251204_close|20251205_close|20251215_close|20251217_close|20251219_close,2025/10/21,close,8507303277,378842434.5,0.842857143,1727519368,190848198.7,0.887755102,"10/21 close [27752] (dis： -804 , -2.81%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251226,TAIEX,27742.55,-813.47,-0.028486813,13,20251020_open|20251021_open|20251105_open|20251107_open|20251110_open|20251114_open|20251128_open|20251203_open|20251204_open|20251205_open|20251215_open|20251217_open|20251219_open,2025/10/21,open,8507303277,378842434.5,0.842857143,1727519368,190848198.7,0.887755102,"10/21 open [27743] (dis： -813 , -2.85%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251226,TAIEX,27742.55,-813.47,-0.028486813,13,20251020_min|20251021_min|20251105_min|20251107_min|20251110_min|20251114_min|20251128_min|20251203_min|20251204_min|20251205_min|20251215_min|20251217_min|20251219_min,2025/10/21,min,8507303277,378842434.5,0.842857143,1727519368,190848198.7,0.887755102,"10/21 min [27743] (dis： -813 , -2.85%) (vol_wei_pr ：88.78%)"
TAIEX-60-20251226,TAIEX,27741.89,-814.13,-0.028509925,13,20251020_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251205_max|20251215_max|20251217_max|20251219_max,2025/12/2,max,7321099919,368931299,0.816326531,4061634486,198560259.7,0.918367347,"12/02 max [27742] (dis： -814 , -2.85%) (vol_wei_pr ：91.84%)"
TAIEX-60-20251226,TAIEX,27740.66,-815.36,-0.028552999,14,20251020_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251205_max|20251215_max|20251216_max|20251217_max|20251219_max,2025/12/16,max,9586999810,393833244,0.871428571,7521807597,218097929.8,0.96122449,"12/16 max [27741] (dis： -815 , -2.86%) (vol_wei_pr ：96.12%)"
TAIEX-60-20251226,TAIEX,27738.5,-817.52,-0.028628639,14,20251020_min|20251105_min|20251107_min|20251110_min|20251114_min|20251128_min|20251202_min|20251203_min|20251204_min|20251205_min|20251215_min|20251216_min|20251217_min|20251219_min,2025/12/5,min,6781520261,393833244,0.871428571,4174515392,218097929.8,0.96122449,"12/05 min [27738] (dis： -818 , -2.86%) (vol_wei_pr ：96.12%)"
TAIEX-60-20251226,TAIEX,27732.78,-823.24,-0.028828947,14,20251016_max|20251020_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025/10/16,max,9035460141,388703496,0.857142857,1653585994,205057045.3,0.942857143,"10/16 max [27733] (dis： -823 , -2.88%) (vol_wei_pr ：94.29%)"
TAIEX-60-20251226,TAIEX,27725.83,-830.19,-0.029072329,15,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251110_max|20251114_max|20251128_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025/10/22,max,7835590935,422054951.4,0.946938776,1647230082,212068325.1,0.946938776,"10/22 max [27726] (dis： -830 , -2.91%) (vol_wei_pr ：94.69%)"
TAIEX-60-20251226,TAIEX,27723.77,-832.25,-0.029144468,16,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251110_max|20251114_max|20251117_max|20251128_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025/11/17,max,8604107358,453177382.7,0.971428571,3260347016,223861521.3,0.975510204,"11/17 max [27724] (dis： -832 , -2.91%) (vol_wei_pr ：97.55%)"
TAIEX-60-20251226,TAIEX,27721.1,-834.92,-0.029237968,16,20251016_open|20251020_open|20251022_open|20251105_open|20251107_open|20251110_open|20251114_open|20251117_open|20251128_open|20251202_open|20251203_open|20251204_open|20251215_open|20251216_open|20251217_open|20251219_open,2025/12/16,open,9586999810,453177382.7,0.971428571,7521807597,223861521.3,0.975510204,"12/16 open [27721] (dis： -835 , -2.92%) (vol_wei_pr ：97.55%)"
TAIEX-60-20251226,TAIEX,27717.06,-838.96,-0.029379444,16,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251110_close|20251114_close|20251117_close|20251128_close|20251202_close|20251203_close|20251204_close|20251215_close|20251216_close|20251217_close|20251219_close,2025/11/5,close,8989778518,453177382.7,0.971428571,2581635949,223861521.3,0.975510204,"11/05 close [27717] (dis： -839 , -2.94%) (vol_wei_pr ：97.55%)"
TAIEX-60-20251226,TAIEX,27697.06,-858.96,-0.030079822,17,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251110_max|20251114_max|20251117_max|20251128_max|20251201_max|20251202_max|20251203_max|20251204_max|20251215_max|20251216_max|20251217_max|20251219_max,2025/12/1,max,7418235597,474101523.4,0.991836735,3975334026,235074490.7,0.991836735,"12/01 max [27697] (dis： -859 , -3.01%) (vol_wei_pr ：99.18%)"
TAIEX-60-20251226,TAIEX,27696.35,-859.67,-0.030104685,17,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251110_close|20251114_close|20251117_close|20251128_close|20251201_close|20251202_close|20251203_close|20251204_close|20251215_close|20251216_close|20251217_close|20251219_close,2025/12/19,close,9145168124,474101523.4,0.991836735,7961331262,235074490.7,0.991836735,"12/19 close [27696] (dis： -860 , -3.01%) (vol_wei_pr ：99.18%)"
TAIEX-60-20251226,TAIEX,27688.63,-867.39,-0.030375031,17,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251110_close|20251114_close|20251117_close|20251128_close|20251201_close|20251202_close|20251203_close|20251204_close|20251215_close|20251216_close|20251217_close|20251219_close,2025/10/20,close,8045886081,474101523.4,0.991836735,1578168568,235074490.7,0.991836735,"10/20 close [27689] (dis： -867 , -3.04%) (vol_wei_pr ：99.18%)"
TAIEX-60-20251226,TAIEX,27685.74,-870.28,-0.030476236,17,20251016_open|20251020_open|20251022_open|20251105_open|20251107_open|20251110_open|20251114_open|20251117_open|20251128_open|20251201_open|20251202_open|20251203_open|20251204_open|20251215_open|20251216_open|20251217_open|20251219_open,2025/12/19,open,9145168124,474101523.4,0.991836735,7961331262,235074490.7,0.991836735,"12/19 open [27686] (dis： -870 , -3.05%) (vol_wei_pr ：99.18%)"
TAIEX-60-20251226,TAIEX,27684.87,-871.15,-0.030506702,17,20251016_min|20251020_min|20251022_min|20251105_min|20251107_min|20251110_min|20251114_min|20251117_min|20251128_min|20251201_min|20251202_min|20251203_min|20251204_min|20251215_min|20251216_min|20251217_min|20251219_min,2025/12/15,min,7855274707,474101523.4,0.991836735,5953185004,235074490.7,0.991836735,"12/15 min [27685] (dis： -871 , -3.05%) (vol_wei_pr ：99.18%)"
TAIEX-60-20251226,TAIEX,27680.51,-875.51,-0.030659385,16,20251016_min|20251020_min|20251022_min|20251105_min|20251107_min|20251110_min|20251114_min|20251117_min|20251128_min|20251201_min|20251202_min|20251203_min|20251204_min|20251216_min|20251217_min|20251219_min,2025/11/10,min,7491028505,456040099,0.979591837,2386942498,221386490.6,0.967346939,"11/10 min [27681] (dis： -876 , -3.07%) (vol_wei_pr ：96.73%)"
TAIEX-60-20251226,TAIEX,27674.16,-881.86,-0.030881755,15,20251016_open|20251020_open|20251022_open|20251105_open|20251107_open|20251114_open|20251117_open|20251128_open|20251201_open|20251202_open|20251203_open|20251204_open|20251216_open|20251217_open|20251219_open,2025/12/1,open,7418235597,430765018,0.953061224,3975334026,213332834.8,0.953061224,"12/01 open [27674] (dis： -882 , -3.09%) (vol_wei_pr ：95.31%)"
TAIEX-60-20251226,TAIEX,27672.05,-883.97,-0.030955644,15,20251016_min|20251020_min|20251022_min|20251105_min|20251107_min|20251114_min|20251117_min|20251128_min|20251201_min|20251202_min|20251203_min|20251204_min|20251216_min|20251217_min|20251219_min,2025/12/19,min,9145168124,430765018,0.953061224,7961331262,213332834.8,0.953061224,"12/19 min [27672] (dis： -884 , -3.10%) (vol_wei_pr ：95.31%)"
TAIEX-60-20251226,TAIEX,27659.06,-896.96,-0.03141054,15,20251016_max|20251020_max|20251022_max|20251105_max|20251107_max|20251114_max|20251117_max|20251127_max|20251128_max|20251201_max|20251202_max|20251203_max|20251204_max|20251216_max|20251217_max,2025/11/27,max,7539156843,418402651.1,0.930612245,3769578422,190013396.2,0.86122449,"11/27 max [27659] (dis： -897 , -3.14%) (vol_wei_pr ：86.12%)"
TAIEX-60-20251226,TAIEX,27651.41,-904.61,-0.031678434,15,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251114_close|20251117_close|20251127_close|20251128_close|20251201_close|20251202_close|20251203_close|20251204_close|20251216_close|20251217_close,2025/11/7,close,7878592276,418402651.1,0.930612245,2424921216,190013396.2,0.86122449,"11/07 close [27651] (dis： -905 , -3.17%) (vol_wei_pr ：86.12%)"
TAIEX-60-20251226,TAIEX,27648.91,-907.11,-0.031765981,15,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251114_close|20251117_close|20251127_close|20251128_close|20251201_close|20251202_close|20251203_close|20251204_close|20251216_close|20251217_close,2025/10/22,close,7835590935,418402651.1,0.930612245,1647230082,190013396.2,0.86122449,"10/22 close [27649] (dis： -907 , -3.18%) (vol_wei_pr ：86.12%)"
TAIEX-60-20251226,TAIEX,27647.87,-908.15,-0.031802401,15,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251114_close|20251117_close|20251127_close|20251128_close|20251201_close|20251202_close|20251203_close|20251204_close|20251216_close|20251217_close,2025/10/16,close,9035460141,418402651.1,0.930612245,1653585994,190013396.2,0.86122449,"10/16 close [27648] (dis： -908 , -3.18%) (vol_wei_pr ：86.12%)"
TAIEX-60-20251226,TAIEX,27636.63,-919.39,-0.032196013,15,20251016_min|20251020_min|20251022_min|20251105_min|20251107_min|20251114_min|20251117_min|20251127_min|20251128_min|20251201_min|20251202_min|20251203_min|20251204_min|20251216_min|20251217_min,2025/12/4,min,6475222009,418402651.1,0.930612245,3850190042,190013396.2,0.86122449,"12/04 min [27637] (dis： -919 , -3.22%) (vol_wei_pr ：86.12%)"
TAIEX-60-20251226,TAIEX,27626.48,-929.54,-0.032551455,14,20251016_close|20251020_close|20251022_close|20251105_close|20251107_close|20251114_close|20251117_close|20251127_close|20251128_close|20251201_close|20251202_close|20251203_close|20251216_close|20251217_close,2025/11/28,close,7671742311,391821280,0.863265306,3971142860,174208018.3,0.773469388,"11/28 close [27626] (dis： -930 , -3.26%) (vol_wei_pr ：77.35%)"
TAIEX-60-20251226,TAIEX,27621.48,-934.54,-0.032726549,14,20251016_min|20251020_min|20251022_min|20251105_min|20251107_min|20251114_min|20251117_min|20251127_min|20251128_min|20251201_min|20251202_min|20251203_min|20251216_min|20251217_min,2025/11/7,min,7878592276,391821280,0.863265306,2424921216,174208018.3,0.773469388,"11/07 min [27621] (dis： -935 , -3.27%) (vol_wei_pr ：77.35%)"
TAIEX-60-20251226,TAIEX,27614.11,-941.91,-0.032984639,13,20251016_open|20251020_open|20251022_open|20251105_open|20251114_open|20251117_open|20251127_open|20251128_open|20251201_open|20251202_open|20251203_open|20251216_open|20251217_open,2025/10/22,open,7835590935,351840602.6,0.746938776,1647230082,161902521.5,0.67755102,"10/22 open [27614] (dis： -942 , -3.30%) (vol_wei_pr ：67.76%)"
TAIEX-60-20251226,TAIEX,27605.63,-950.39,-0.033281599,13,20251016_open|20251020_open|20251022_open|20251105_open|20251114_open|20251117_open|20251127_open|20251128_open|20251201_open|20251202_open|20251203_open|20251216_open|20251217_open,2025/12/3,open,6838633055,351840602.6,0.746938776,3927763270,161902521.5,0.67755102,"12/03 open [27606] (dis： -950 , -3.33%) (vol_wei_pr ：67.76%)"
TAIEX-60-20251226,TAIEX,27605.63,-950.39,-0.033281599,13,20251016_min|20251020_min|20251022_min|20251105_min|20251114_min|20251117_min|20251127_min|20251128_min|20251201_min|20251202_min|20251203_min|20251216_min|20251217_min,2025/12/3,min,6838633055,351840602.6,0.746938776,3927763270,161902521.5,0.67755102,"12/03 min [27606] (dis： -950 , -3.33%) (vol_wei_pr ：67.76%)"
TAIEX-60-20251226,TAIEX,27600.74,-955.28,-0.033452841,12,20251016_open|20251020_open|20251022_open|20251105_open|20251114_open|20251117_open|20251127_open|20251128_open|20251201_open|20251202_open|20251216_open|20251217_open,2025/11/17,open,8604107358,323586458.5,0.597959184,3260347016,145674777,0.581632653,"11/17 open [27601] (dis： -955 , -3.35%) (vol_wei_pr ：58.16%)"
TAIEX-60-20251226,TAIEX,27596.18,-959.84,-0.033612527,12,20251016_open|20251020_open|20251022_open|20251105_open|20251114_open|20251117_open|20251127_open|20251128_open|20251201_open|20251202_open|20251216_open|20251217_open,2025/12/17,open,9020647323,323586458.5,0.597959184,7327042405,145674777,0.581632653,"12/17 open [27596] (dis： -960 , -3.36%) (vol_wei_pr ：58.16%)"
TAIEX-60-20251226,TAIEX,27586.85,-969.17,-0.033939253,13,20251016_max|20251020_max|20251022_max|20251023_max|20251105_max|20251114_max|20251117_max|20251127_max|20251128_max|20251201_max|20251202_max|20251216_max|20251217_max,2025/10/23,max,7318554768,357597773.5,0.765306122,1592792994,153076919.4,0.62244898,"10/23 max [27587] (dis： -969 , -3.39%) (vol_wei_pr ：62.24%)"
TAIEX-60-20251226,TAIEX,27569.75183,-986.2681667,-0.034538012,13,20251016_60MA|20251020_60MA|20251022_60MA|20251023_60MA|20251105_60MA|20251114_60MA|20251117_60MA|20251127_60MA|20251128_60MA|20251201_60MA|20251202_60MA|20251216_60MA|20251217_60MA,2025/12/26,60MA,8057092373,357597773.5,0.765306122,8057092373,153076919.4,0.62244898,"12/26 60MA [27570] (dis： -986 , -3.45%) (vol_wei_pr ：62.24%)"
TAIEX-60-20251226,TAIEX,27569.44,-986.58,-0.034548932,14,20251016_max|20251020_max|20251022_max|20251023_max|20251105_max|20251114_max|20251117_max|20251127_max|20251128_max|20251201_max|20251202_max|20251216_max|20251217_max|20251218_max,2025/12/18,max,8450315748,396241921.1,0.881632653,7105840220,185572644.5,0.836734694,"12/18 max [27569] (dis： -987 , -3.45%) (vol_wei_pr ：83.67%)"
TAIEX-60-20251226,TAIEX,27566.12,-989.9,-0.034665195,14,20251016_open|20251020_open|20251022_open|20251023_open|20251105_open|20251114_open|20251117_open|20251127_open|20251128_open|20251201_open|20251202_open|20251216_open|20251217_open|20251218_open,2025/11/28,open,7671742311,396241921.1,0.881632653,3971142860,185572644.5,0.836734694,"11/28 open [27566] (dis： -990 , -3.47%) (vol_wei_pr ：83.67%)"
TAIEX-60-20251226,TAIEX,27566.12,-989.9,-0.034665195,14,20251016_min|20251020_min|20251022_min|20251023_min|20251105_min|20251114_min|20251117_min|20251127_min|20251128_min|20251201_min|20251202_min|20251216_min|20251217_min|20251218_min,2025/11/28,min,7671742311,396241921.1,0.881632653,3971142860,185572644.5,0.836734694,"11/28 min [27566] (dis： -990 , -3.47%) (vol_wei_pr ：83.67%)"
TAIEX-60-20251226,TAIEX,27564.27,-991.75,-0.03472998,13,20251016_close|20251020_close|20251022_close|20251023_close|20251105_close|20251114_close|20251117_close|20251127_close|20251201_close|20251202_close|20251216_close|20251217_close|20251218_close,2025/12/2,close,7321099919,362999255.7,0.8,4061634486,168365161.8,0.714285714,"12/02 close [27564] (dis： -992 , -3.47%) (vol_wei_pr ：71.43%)"
TAIEX-60-20251226,TAIEX,27554.53,-1001.49,-0.035071064,13,20251016_close|20251020_close|20251022_close|20251023_close|20251105_close|20251114_close|20251117_close|20251127_close|20251201_close|20251202_close|20251216_close|20251217_close|20251218_close,2025/11/27,close,7539156843,362999255.7,0.8,3769578422,168365161.8,0.714285714,"11/27 close [27555] (dis： -1001 , -3.51%) (vol_wei_pr ：71.43%)"
