date,stock_id,Trading_Volume,Trading_money,open,max,min,close,close-open,近5日均量,近10日均量,近20日均量,5MA,10MA,20MA,5_Devi,10_Devi,20_Devi,買超-外資,買超-外資自營商,買超-投信,買超-自營商(自行買賣),買超-自營商(避險)
2025-09-17,006201,40961,963790,23.63,23.74,23.46,23.47,-0.16000000000000014,106876.0,129901.7,132566.85,23.438,23.426000000000002,22.969,0.0013653042068435886,0.0018782549304190612,0.021812007488353765,1000,0,0,0,-2192
2025-09-18,006201,206659,4945253,23.52,24.13,23.52,23.85,0.33000000000000185,108243.6,134327.2,135101.4,23.548,23.509999999999998,23.063,0.012824868354000474,0.014461931093151997,0.03412392143259778,0,0,-100000,0,141845
2025-09-19,006201,119897,2902908,24.19,24.33,24.15,24.19,0.0,96624.4,135995.8,138671.65,23.688,23.581,23.1835,0.02119216480918619,0.02582587676519239,0.043414497379601985,0,0,0,0,-18645
2025-09-22,006201,206963,5060834,24.21,24.57,24.2,24.5,0.28999999999999915,122484.8,148395.0,145091.35,23.928,23.669999999999998,23.3085,0.023905048478769605,0.035065483734685335,0.05111869060643119,-1000,0,-75000,0,53281
2025-09-23,006201,119316,2936216,24.6,24.75,24.48,24.62,0.019999999999999574,138759.2,138989.3,140483.9,24.126,23.786,23.420499999999997,0.020475835198540984,0.035062641890187485,0.051215815204628604,0,0,0,0,-6143
2025-09-24,006201,128732,3136551,24.62,24.62,24.21,24.44,-0.17999999999999972,156313.4,131594.7,138361.45,24.32,23.878999999999998,23.502,0.00493421052631583,0.023493446124209706,0.039911496893881473,-13000,0,0,0,-11836
2025-09-25,006201,272233,6624345,24.62,24.62,24.1,24.1,-0.5199999999999996,169428.2,138835.9,144682.05,24.369999999999997,23.959,23.567500000000003,-0.011079195732457778,0.005885053633290279,0.022594674870054048,14000,0,-50000,0,-1576
2025-09-26,006201,197844,4666934,24.1,24.1,23.4,23.59,-0.5100000000000016,185017.6,140821.0,148036.25,24.25,23.969,23.5955,-0.02721649484536083,-0.015812090617047074,-0.00023309529359417653,-25000,0,0,0,-69191
2025-09-30,006201,88893,2119315,23.85,24.0,23.61,24.0,0.14999999999999858,161403.6,141944.2,143592.95,24.15,24.038999999999998,23.653000000000002,-0.006211180124223544,-0.001622363659053951,0.014670443495539582,12000,0,0,0,48640
2025-10-01,006201,107840,2603307,24.05,24.38,24.01,24.03,-0.019999999999999574,159108.4,148933.8,141786.75,24.032,24.079,23.719,-8.32223701730564e-05,-0.002034968229577619,0.013111851258484755,3000,0,0,0,48074
2025-10-02,006201,57874,1410568,24.34,24.5,24.28,24.32,-0.019999999999999574,144936.8,150625.1,140263.4,24.008000000000003,24.163999999999998,23.794999999999998,0.01299566811062969,0.006455884787286971,0.022063458709813077,-1000,0,0,0,31780
2025-10-03,006201,132633,3235172,24.45,24.46,24.36,24.4,-0.05000000000000071,117016.8,143222.5,138774.85,24.067999999999998,24.219,23.8645,0.01379424962605953,0.007473471241587076,0.02243918791510398,10000,0,-25000,0,79353
