date,stock_id,Trading_Volume,Trading_money,open,max,min,close,close-open,近5日均量,近10日均量,近20日均量,5MA,10MA,20MA,5_Devi,10_Devi,20_Devi,買超-外資,買超-外資自營商,買超-投信,買超-自營商(自行買賣),買超-自營商(避險)
2025-08-04,006201,122458,2492907,20.4,20.43,20.25,20.28,-0.11999999999999744,,,,,,,,,,0,0,0,0,-44870
2025-08-05,006201,90323,1861510,20.42,20.69,20.42,20.65,0.22999999999999687,,,,,,,,,,-1000,0,0,0,58579
2025-08-06,006201,87049,1791554,20.46,20.65,20.46,20.59,0.129999999999999,,,,,,,,,,-1000,0,0,0,33000
2025-08-07,006201,175060,3680135,20.59,21.15,20.59,21.11,0.5199999999999996,,,,,,,,,,0,0,0,0,120674
2025-08-08,006201,51132,1089368,21.23,21.31,21.22,21.28,0.05000000000000071,105204.4,,,20.782,,,0.023963044942738963,,,-1000,0,0,0,-18643
2025-08-11,006201,72484,1543848,21.31,21.4,21.22,21.38,0.07000000000000028,95209.6,,,21.002,,,0.017998285877535478,,,1000,0,0,0,-33007
2025-08-12,006201,133293,2870377,21.4,21.65,21.4,21.55,0.15000000000000213,103803.6,,,21.182,,,0.017373241431404122,,,1000,0,-25000,0,6040
2025-08-13,006201,189738,4149964,22.5,22.5,21.65,21.71,-0.7899999999999991,124341.4,,,21.406,,,0.014201625712417176,,,0,0,-60000,0,34399
2025-08-14,006201,141939,3107753,21.85,22.0,21.74,21.91,0.05999999999999872,117717.2,,,21.566000000000003,,,0.01595103403505507,,,0,0,-75000,0,51995
2025-08-15,006201,71175,1557166,21.92,21.98,21.71,21.97,0.04999999999999716,121725.8,113465.1,,21.704,21.243000000000002,,0.012255805381496418,0.03422303817728177,,0,0,0,0,-18056
2025-08-18,006201,137521,3055516,22.0,22.27,22.0,22.26,0.26000000000000156,134733.2,114971.4,,21.880000000000003,21.441,,0.01736745886654474,0.038197845249755266,,0,0,0,0,-28887
2025-08-19,006201,147013,3274035,22.28,22.4,22.16,22.21,-0.07000000000000028,137477.2,120640.4,,22.012,21.597,,0.008995093585317117,0.028383571792378548,,-1000,0,0,0,-6473
2025-08-20,006201,221801,4821287,22.25,22.25,21.55,21.58,-0.6700000000000017,143889.8,134115.6,,21.986,21.695999999999998,,-0.01846629673428556,-0.005346607669616504,,1000,0,-45000,0,-67772
2025-08-21,006201,155968,3427033,21.85,22.08,21.85,21.97,0.11999999999999744,146695.6,132206.4,,21.998,21.782,,-0.001272842985726077,0.008630979708015738,,-1000,0,0,0,90182
2025-08-22,006201,48492,1062671,21.9,22.0,21.78,21.78,-0.11999999999999744,142159.0,131942.4,,21.96,21.832,,-0.008196721311475396,-0.0023818248442652803,,0,0,0,0,1651
2025-08-25,006201,78569,1740806,21.8,22.24,21.8,22.0,0.1999999999999993,130368.6,132550.9,,21.908,21.894,,0.004199379222201878,0.004841509089248272,,1000,0,0,0,36288
2025-08-26,006201,211465,4702280,22.04,22.38,22.02,22.38,0.33999999999999986,143259.0,140368.1,,21.942,21.976999999999997,,0.019961717254580204,0.018337352686900045,,0,0,0,0,142642
2025-08-27,006201,171181,3888213,22.5,22.9,22.5,22.81,0.3099999999999987,133135.0,138512.4,,22.188,22.086999999999996,,0.028033171083468537,0.03273418753112703,,-1000,0,0,0,55336
2025-08-28,006201,145821,3329019,22.82,22.94,22.79,22.79,-0.030000000000001137,131105.6,138900.6,,22.351999999999997,22.175,,0.019595561918396672,0.027733934611048408,,1000,0,-100000,0,66650
2025-08-29,006201,130760,3006607,22.85,23.08,22.85,23.03,0.17999999999999972,147559.2,144859.1,129162.1,22.601999999999997,22.281,21.762,0.01893637731174252,0.03361608545397434,0.05826670342799378,-1000,0,0,0,49890
2025-09-01,006201,177759,4070690,22.75,23.2,22.7,22.85,0.10000000000000142,167397.2,148882.9,131927.15,22.772,22.34,21.8905,0.003425259090110792,0.022829006266786103,0.04383179918229378,0,0,0,0,27378
2025-09-02,006201,143964,3279210,23.04,23.04,22.5,22.71,-0.3299999999999983,153897.0,148578.0,134609.2,22.838,22.39,21.9935,-0.005604693931167358,0.014292094685127302,0.032577807079364356,0,0,0,0,-50896
2025-09-03,006201,88341,2015387,22.7,22.86,22.7,22.8,0.10000000000000142,137329.0,135232.0,134673.8,22.836000000000002,22.512,22.104000000000003,-0.0015764582238571275,0.012793176972281462,0.03148751357220403,1000,0,-65000,0,31000
2025-09-04,006201,162404,3747846,22.95,23.16,22.95,23.01,0.060000000000002274,140645.6,135875.6,134041.0,22.880000000000003,22.616000000000003,22.199,0.005681818181818138,0.017421294658648667,0.036533177170142796,-1000,0,0,0,-11083
2025-09-05,006201,103211,2410564,23.45,23.48,23.27,23.48,0.030000000000001137,135135.8,141347.5,136644.95,22.970000000000002,22.786,22.308999999999997,0.022202873313016888,0.03045729834108659,0.05249002644672567,0,0,0,0,76094
2025-09-08,006201,82971,1960291,23.86,23.86,23.52,23.61,-0.25,116178.2,141787.7,137169.3,23.122,22.947000000000003,22.420499999999997,0.021105440705821276,0.02889266570793553,0.05305412457349312,-2000,0,0,0,-4803
2025-09-09,006201,213373,5027537,23.68,23.68,23.46,23.46,-0.21999999999999886,130060.0,141978.5,141173.3,23.272000000000002,23.055,22.516000000000002,0.00807837744929524,0.01756668835393629,0.041925741694794766,3000,0,-100000,0,104292
2025-09-10,006201,202678,4794645,23.7,23.74,23.51,23.51,-0.18999999999999773,152927.4,145128.2,141820.3,23.413999999999998,23.125000000000004,22.606,0.0041001110446742825,0.01664864864864856,0.03998938334955321,0,0,-100000,0,125850
2025-09-11,006201,199821,4687653,23.75,23.75,23.29,23.3,-0.4499999999999993,160410.8,150528.2,144714.4,23.472,23.176,22.675500000000003,-0.0073278800272665555,0.005350362443907591,0.027540737800709907,0,0,-65000,0,95519
2025-09-12,006201,177993,4191764,23.31,23.7,23.31,23.49,0.17999999999999972,175367.2,155251.5,150055.3,23.474,23.222,22.7515,0.0006816051801992945,0.011540780294548149,0.03245939828143192,0,0,-65000,0,50827
2025-09-15,006201,77661,1809611,23.45,23.48,23.13,23.3,-0.14999999999999858,174305.2,145241.7,147062.3,23.412,23.267000000000003,22.8035,-0.004783871518879136,0.0014183177891433228,0.021772973447058613,50,0,0,0,6063
2025-09-16,006201,37944,895165,23.58,23.63,23.3,23.63,0.05000000000000071,139219.4,134639.7,141608.85,23.445999999999998,23.359,22.8745,0.007847820523756764,0.011601524037843968,0.03302804432883769,-1000,0,0,0,21260
