日期,股票代號,開盤價,收盤價,收盤-開盤,最高價,最低價,日振幅,漲跌幅(%),成交量,量增率(%),5日均量,5日最大量_日期,5日最大量,10日均量,10日最大量_日期,10日最大量,20日均量,20日最大量_日期,20日最大量,實體(漲跌率),上影(%),下影(%),上影/實體,下影/實體,跳空缺口,5日平均,10日平均,20日平均,5日上升幅度,10日上升幅度,20日上升幅度,5日扣抵值,5日扣抵影響(%),10日扣抵值,10日扣抵影響(%),20日扣抵值,20日扣抵影響(%),均線得分,均線方向,均線排列,均線距離(%),均線狀態,趨勢強度說明,趨勢等級,5日乖離,10日乖離,20日乖離,總成交金額(億),法人總買超(億),買超-外資(億),買超-投信(億),買超-自營商(億),買超-融資(億),資金走向,資金走向判讀
2025-10-17,TAIEX,27399.91,27302.37,-97.54000000000087,27513.09,27302.37,210.72000000000116,-0.0124964418597165,8962849575,-0.008036177999448717,9728758941.4,2025-10-14,12066540173.0,9156811335.2,2025-10-14,12066540173.0,8690058910.85,2025-10-14,12066540173.0,-0.0035598657075881224,0.004113678252788047,0.0,,,,27188.503999999997,27065.952,26458.890999999996,0.08999999999650754,131.9459999999999,83.63649999999689,26923.42,0.01387974743584534,26378.39,0.03384248327159875,25438.25,0.06827685655128105,3,上揚,多頭排列,2.711867468462191,發散,🚀 強勢多頭,3.0,0.004188020054358335,0.008734885807822236,0.03187884934406371,5564.52817043,-316.16942472,-219.97157761,-57.64756289,-38.550284219999995,-0.8180600000000595,219.44748471999918,偏重大型股(多)
2025-10-20,TAIEX,27480.44,27688.63,208.19000000000233,27768.27,27412.45,355.8199999999997,0.014147489760046547,8045886081,-0.10230713863118694,9299719396.8,2025-10-14,12066540173.0,9152868453.7,2025-10-14,12066540173.0,8699857913.4,2025-10-14,12066540173.0,0.007575934009790322,0.0028680216664559734,0.0024802598819148947,,,,27341.546000000002,27196.976000000002,26571.409999999996,153.04200000000492,131.02400000000125,112.51900000000023,26793.15,0.032341072851925126,26761.06,0.0335000323237372,25769.36,0.06931617779572338,3,上揚,多頭排列,2.8484896276328007,發散,🚀 強勢多頭,3.0,0.012694380924911814,0.01807752450125332,0.042045943365444476,4989.61206376,171.03708968,142.22590437,-29.92595188,58.73713719,43.25784999999996,-6.104939679997642,偏重小型股(空)
2025-10-21,TAIEX,27742.55,27752.41,9.860000000000582,27969.05,27742.55,226.5,0.0023034725806224013,8507303277,0.05734821390146401,8587872017.6,2025-10-16,9035460141.0,9225116212.2,2025-10-14,12066540173.0,8708258564.8,2025-10-14,12066540173.0,0.0003554107318902041,0.00774570462707884,0.0,,,,27533.397999999997,27296.110999999997,26670.5625,191.85199999999531,99.13499999999476,99.15250000000378,27275.71,0.017176886619936816,27211.95,0.019474344750600007,25578.37,0.07833698046403902,3,上揚,多頭排列,3.176078808716128,發散,🚀 強勢多頭,3.0,0.00795441231046028,0.016716630438673215,0.040563355197326637,5288.80140832,44.2489971,-2.40714297,-38.89235937,85.54849944,14.596140000000105,-48.98513709999952,偏重小型股(空)
2025-10-22,TAIEX,27614.11,27648.91,34.79999999999927,27725.83,27490.89,234.94000000000233,-0.0037294058425916886,7835590935,-0.07895714072119825,8477418001.8,2025-10-16,9035460141.0,9073809668.6,2025-10-14,12066540173.0,8610652376.9,2025-10-14,12066540173.0,0.0012602252978640004,0.002774308289418275,0.004482212107356334,,,,27608.038,27339.807,26774.089500000002,74.64000000000306,43.69600000000355,103.52700000000186,27647.87,3.761450270556319e-05,27063.68,0.021166476363806006,25880.6,0.06395586661463332,3,上揚,多頭排列,3.061412477943722,發散,🚀 強勢多頭,3.0,0.0014804384143487265,0.011305968619310266,0.03267414565115269,4631.57561102,-219.6318911,-224.07410493,-23.06397931,27.50619314,19.01247000000012,235.41942109999914,偏重大型股(多)
2025-10-23,TAIEX,27457.07,27532.26,75.18999999999869,27586.85,27371.67,215.1800000000003,-0.004218972827500305,7318554768,-0.06598559971916144,8134036927.2,2025-10-17,8962849575.0,8979546157.1,2025-10-14,12066540173.0,8584180430.3,2025-10-14,12066540173.0,0.00273845679819437,0.0019788413682606076,0.003120014233694965,,,,27584.915999999997,27386.664999999997,26856.672499999997,-23.122000000003027,46.85799999999654,82.58299999999508,27302.37,0.008349841240784426,27301.92,0.008366185703607337,26247.37,0.04666852630332561,1,糾結,多頭排列,2.669897506733419,發散,❓ 趨勢不明,0.0,-0.001908869325540054,0.005316273449140345,0.025155294275566027,4345.61455546,-247.93401098,-239.42493081,-11.00436637,2.4952862,-2.965259999999944,326.0892709799987,偏重大型股(多)
2025-10-27,TAIEX,28029.88,27993.63,-36.25,28196.33,27993.63,202.70000000000073,0.01675743291687652,9337097751,0.2758116932903166,8208886562.4,2025-10-27,9337097751.0,8968822751.9,2025-10-14,12066540173.0,8603522995.55,2025-10-14,12066540173.0,-0.0012932627610250204,0.005903250529412896,0.0,,,,27723.167999999998,27455.836,26943.9855,138.2520000000004,69.1710000000021,87.31300000000192,27688.63,0.010895335831758867,26923.42,0.03823048314920226,26196.73,0.0641896031347132,3,上揚,多頭排列,2.8463984497300805,發散,🚀 強勢多頭,3.0,0.009755811457045717,0.019587602431774494,0.038956541896892065,5642.93629882,511.61833886,326.39212655,-30.45273794,215.67895025,33.95424000000003,-581.82257886,偏重小型股(空)
2025-10-28,TAIEX,28041.01,27949.11,-91.89999999999782,28087.93,27885.62,202.3100000000013,-0.0015903618073111788,8579810711,-0.0811051849509549,8315671488.4,2025-10-27,9337097751.0,8807695442.6,2025-10-14,12066540173.0,8637621127.1,2025-10-14,12066540173.0,-0.003277342720536736,0.0016704684182850744,0.0022768007309861356,,,,27775.264000000003,27558.405,27031.604499999998,52.096000000005006,102.5689999999995,87.61899999999878,27752.41,0.007037791185479635,26793.15,0.041359456526522634,26023.85,0.06888448326261559,3,上揚,多頭排列,2.7086397036003476,發散,🚀 強勢多頭,3.0,0.0062590224164925205,0.014177344443555487,0.03394195486990064,5556.63566461,-239.60855496,-271.13846791,6.18383184,25.34608111,3.8905299999996714,143.8180249600025,偏重大型股(多)
2025-10-29,TAIEX,28157.91,28294.74,136.83000000000175,28395.31,28139.65,255.65999999999985,0.012366404511628492,9076231278,0.05785915141036262,8429457088.6,2025-10-27,9337097751.0,8508664553.1,2025-10-27,9337097751.0,8649109146.4,2025-10-14,12066540173.0,0.004859380543513412,0.0035417820759836645,0.0006489064362917947,,,,27883.73,27708.564000000002,27145.148999999998,108.46599999999671,150.1590000000033,113.54449999999997,27648.91,0.02282509045850931,27275.71,0.036014821129298324,25580.32,0.09593373185263415,3,上揚,多頭排列,2.6780414279904754,發散,🚀 強勢多頭,3.0,0.014740136990280785,0.021155047948352698,0.04234977675016645,5942.19629472,109.873539,71.88118436,-48.13902331,86.13137795,42.158820000000105,-15.202358999998353,偏重小型股(空)
2025-10-30,TAIEX,28350.24,28287.53,-62.710000000002765,28527.68,28116.6,411.08000000000175,-0.0002548176798939578,9446378341,0.04078202192766996,8751614569.8,2025-10-30,9446378341.0,8614516285.8,2025-10-30,9446378341.0,8704718007.55,2025-10-14,12066540173.0,-0.0022119742196186967,0.00621992394754844,0.006079326803383065,,,,28011.454000000005,27809.746000000003,27280.509499999996,127.72400000000562,101.1820000000007,135.36049999999886,27532.26,0.02669975073822283,27647.87,0.022612790865798458,25820.54,0.08721121992623598,3,上揚,多頭排列,2.6387345256718526,發散,🚀 強勢多頭,3.0,0.009855825406278218,0.017180451773993043,0.036913551779522394,6335.58030252,-33.04304187,16.55522597,-54.3347896,4.7365217600000005,-21.967200000000048,-7.699758130002714,偏重小型股(空)
2025-10-31,TAIEX,28280.47,28233.35,-47.12000000000262,28489.76,28233.35,256.40999999999985,-0.0019153315966434783,8339995492,-0.11712243666950964,8955902714.6,2025-10-30,9446378341.0,8544969820.9,2025-10-30,9446378341.0,8786737661.85,2025-10-14,12066540173.0,-0.0016661675000451766,0.007346148230100824,0.0,,,,28151.672,27868.294,27401.15,140.21799999999348,58.547999999998865,120.64050000000498,27993.63,0.00849066795119947,27302.37,0.03297447876358985,25982.91,0.07970857160060704,3,上揚,多頭排列,2.699036057009824,發散,🚀 強勢多頭,3.0,0.002901355201921928,0.013099330730470865,0.03037098807896738,5761.44513446,-243.94023541,-283.96614914,-34.78817647,74.8140902,33.585109999999986,163.2351254099974,偏重大型股(多)
2025-11-03,TAIEX,28253.53,28334.59,81.06000000000131,28494.99,28150.45,344.5400000000009,0.00358583023268587,8299689369,-0.004832871077527915,8748421038.2,2025-10-30,9446378341.0,8478653800.3,2025-10-30,9446378341.0,8817732567.75,2025-10-14,12066540173.0,0.0028690220301676042,0.005629059704881505,0.0036617531868939255,,,,28219.864,27971.516000000003,27518.733999999997,68.19200000000274,103.22200000000157,117.58399999999529,27949.11,0.013604573067759215,27688.63,0.022797577095698195,26378.39,0.06903929084557076,3,上揚,多頭排列,2.512707126405316,發散,🚀 強勢多頭,3.0,0.004065434192028663,0.012980133075375567,0.0296472940942706,5814.96914983,-84.75089855,-84.45597152,-0.2499942,-0.044932830000000035,25.85127999999986,139.95961855000144,偏重大型股(多)
